class,text
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
N,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
Q,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
P,No specific source of other potential bias identified
Q,No statement
Q,No statement
Q,No statement
Q,No statement
Q,No statement
Q,No statement
Q,No statement about funding
Q,No statement about funding
Q,No statement about funding
Q,No statement about funding
Q,No statement about funding
Q,No statement about funding. Significant disparity between total numbers in Table 1 and actual numbers with prolapse reported
Q,No sufficient information reported on baseline demographic characteristics
Q,No wash out period. Reported source of funding per Warner Chilcott
Q,"No washout period was provided, and a one-week overlap of risperidone in the quetiapine group was described."
N,"No washout period was provided. The previous antipsychotic treatment was gradually tapered over four weeks. Thus, during a period of 4 weeks, participants were taking two drugs."
N,Nocturnal hypoventilation not defined as per the universally accepted criteria
Q,Non-contemporaneous data collection
P,Non-industry funding and reported no conflict of interest
P,Non-industry funding and reported no conflict of interest
Q,Non-industry funding and reported no conflict of interest
P,None
P,None
P,None
P,None
P,None
P,None
P,None
P,None
P,None
P,None
p,None
P,None
P,None apparent
P,None apparent
P,None apparent
P,None apparent
P,None apparent
P,None apparent
P,None apparent
P,None apparent
P,None apparent
P,None apparent
P,None apparent
P,None considered
P,None considered
P,None considered
P,None detected
P,None detected
P,None detected
P,None detected
P,None detected
P,None detected
P,None detected
P,None detected
P,None detected
P,None detected
P,None detected
P,None detected
P,None detected
P,None detected
P,None detected
P,None detected
P,None detected
P,None detected
P,None detected
P,None detected
P,None detected
P,None detected
P,None detected
P,None detected
P,None detected
P,None detected
P,None detected
P,None detected
P,None detected
P,None detected
P,None detected.
P,None detected.
Q,None detected.
Q,None detected.
Q,None detected.
Q,None detected.
Q,None detected.
Q,None detected.
P,None detected. Souce of funding not stated.
P,None evident
P,None evident
P,None evident
P,None identified
P,None identified
P,None identified
P,None identified
P,None identified
P,None identified
P,None identified
P,None identified
P,None identified
P,None identified
P,None identified
P,None identified
P,None identified
P,None identified
P,None identified
P,None identified
P,None identified
P,None identified
P,None identified
P,None identified
P,None identified
P,None identified
P,None identified
P,None identified
P,None identified
P,None identified
P,None identified
P,None identified
P,None identified
P,None identified
P,None identified
P,None identified
P,None identified.
P,None identified.
P,None noted
P,None noted
P,None noted
P,None noted
P,None noted
P,None noted
P,None noted
P,None noted
P,None noted
Q,None noted
P,None noted
P,None noted
Q,None noted
P,None noted
P,None noted
P,None noted
P,None noted
P,None noted
P,None noted; pharmaceutical companies supplied reduced study drug but had no role in design or interpretation of study
P,None noted.
Q,None noted.
P,None noted.
P,None noted.
P,None noted.
P,None noted.
P,None noted.
P,None noted.
P,None noted.
P,None noted.
P,None noted.
Q,None noted.
P,None noted.
P,None noted.
P,None noted.
P,None noted. Treatment fidelity of the CBT programme was monitored with 15% of all sessions randomly selected for fidelity monitoring.
P,None obvious
P,None obvious.
P,None obvious.
P,None obvious.
Q,None obvious.
Q,None obvious.
Q,None obvious.
Q,None obvious.
Q,None obvious.
P,None obvious.
P,None obvious.
Q,None obvious.
P,None obvious.
Q,None obvious.
Q,None obvious.
Q,None obvious.
Q,None obvious.
Q,None obvious.
Q,None obvious.
P,None obvious.
Q,None obvious.
Q,None obvious.
Q,None obvious.
Q,None obvious.
Q,None obvious.
Q,None obvious.
Q,None obvious.
Q,None obvious.
Q,None obvious.
Q,None obvious.
Q,None obvious.
Q,None obvious.
P,None obvious.
P,None obvious.
P,None obvious.
P,None obvious.
P,None obvious.
P,None obvious.
P,None obvious.
P,None obvious.
P,None obvious.
P,None obvious.
P,None obvious.
P,None obvious.
P,None obvious.
P,None obvious.
P,None obvious.
P,None obvious.
P,None obvious.
P,None obvious.
P,None obvious.
P,None obvious.
P,None obvious.
P,None obvious.
P,None obvious.
P,None obvious.
P,None obvious.
P,None obvious.
P,None obvious.
P,None obvious.
P,None obvious.
P,None obvious.
P,None obvious.
P,None obvious.
P,None of the authors report any financial relationships with commercial interest with regard to the present study.
P,None reported
P,None reported
P,None reported
P,None reported
P,None reported
P,None reported
P,None reported
P,None was detected.
P,None was detected.
P,None was detected.
P,None was detected.
P,None was detected.
P,None was identified.
P,None was identified.
P,None was identified.
P,None was identified.
P,None was identified.
P,None was suspected
P,None.
Q,None.
P,None.
P,None.
P,None.
P,None.
P,None.
P,None.
P,None.
P,None.
P,None.
P,None.
P,None.
Q,Not able to be assessed The authors' conflicts of interest were not reported
Q,Not able to determine
Q,Not able to determine
Q,Not all expected outcomes reported - only data presented for either relapse or nonrelapse are available without SD and overall scores for all participants are not available; ’relapse’ was not defined in this study
Q,Not applicable
Q,Not applicable
Q,Not applicable
Q,Not applicable
Q,Not applicable
Q,Not applicable
Q,Not applicable
Q,Not applicable
Q,Not clear
N,Not clear that insomnia subgroup was defined prospectively. Possible conflict of interest
Q,Not clear whether groups were comparable at baseline with respect to demographic characteristics.
P,Not detected
P,Not detected
P,Not detected
P,Not detected The authors' conflicts of interest were not reported.
P,Not detected The authors' conflicts of interest were not reported.
P,Not detected This study was supported in part by the Vicksburg Hospital Medical Foundation. The authors' conflicts of interest were not reported.
P,Not detected.
P,Not detected.
P,Not detected.
P,Not detected.
P,Not detected.
P,Not detected.
P,Not detected.
P,Not detected.
P,Not detected.
Q,Not documented in the trial text.
Q,Not enough information
,Not enough information to assess bias
Q,Not enough information to assess bias
Q,Not enough methodological information was reported to asses if there were other potential sources of bias
Q,Not enough methodological information was reported to asses if there were other potential sources of bias
P,Not observed
P,Not observed
P,Not observed
P,Not obvious
P,Not obvious.
P,Not obvious.
P,Not obvious.
P,Not obvious.
Q,Not possible to determine how similar the groups were at baseline; no measure of statistical variation (e.g. SD) reported
P,Not reported
Q,Not reported
Q,Not reported
Q,Not reported
Q,Not reported if 3 groups are comparable on basic characteristics; power calculation unclear
P,Not reported whether intention-to-treat analysis undertaken. Appears to be free of other biases.
Q,Not specified.
Q,Not specified.
Q,Not specified.
Q,Not specified.
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated Concomitant procedure was anterior vaginal repair; same numbers in both comparison groups had concomitant procedures.
Q,Not stated No concomitant procedures
Q,Not stated No concomitant procedures
P,Nothing detected
P,Nothing detected
P,Nothing detected
P,Nothing detected
P,Nothing detected
P,Nothing detected
P,Nothing detected
P,Nothing detected
P,Nothing detected
P,Nothing detected
P,Nothing detected
P,Nothing detected
P,Nothing detected
P,Nothing detected
P,Nothing detected
P,Nothing detected
P,Nothing detected
P,Nothing detected
P,Nothing detected
P,Nothing detected
P,Nothing detected
P,Nothing detected
P,Nothing detected; baseline demographic characteristics similar between the two groups
Q,ns
Q,"Number of women per group not reported. Quote: ""The etiology and duration of infertility were equally distributed among the groups."" No table of demographic characteristics available."
Q,"On average, women in the secondary care group were 1 year older than those in the primary care group. Authors also reported that there was a significant relationship between uptake of screening and age; “For those that were randomised to the secondary care setting… The probability of uptake of screening was high and increased further with age” ."
Q,"One centre used its own randomisation schedule and randomized 68 women (34 to each group), therefore assignment was not according to FHI randomisation schedule"
P,One participant received esomeprazole 40 mg twice daily. Funded by a Grant-in-Aid from the Riley Children’s Foundation
N,One participant with a complication was excluded
Q,One study author has financial interest in the company that has licensed IP for use of mifepristone in treatment of PMD
N,"Only 11/30 participants exhibited akathisia, and slight differences in baseline akathisia symptoms were noted between groups. Sample size was small and the intervention was of short duration"
Q,Only 68 (75%) in the intervention group received ECMO
N,"Only 7 participants given gestrinone and 9 participants taking danazol had repeat laparoscopy. If amenorrhoea was not obtained after 1 month of treatment, the gestrinone dose was increased to 2.5 mg 3 times a week (7 participants) and the danazol dose to 800 mg a day (2 participants)"
Q,Only 9% of eligible patients were randomised
N,Only abstract available
N,"Only female participants could be included in the study; therefore, gender bias can not be excluded."
Q,"Only female participants could be included, so a possible gender bias cannot be excluded."
N,Only subsample with TD from one site included in this review
Q,"Originally. the trial planned to have a further follow-up point six months later, but this could not be carried out as psychiatrists had rotated away to different posts.The extent to which this could have biased the results is unclear."
P,Other bias Low risk No other bias identified.
P,Other biases not apparent
Q,Outcomes for elderly population not fully reported. Study designed for the general population; elderly subgroup analysis not planned
P,Outcomes not prespecified The authors' conflicts of interest were not reported.
N,Paradoxical reaction was only defined clinically by lesion size; no exams to support diagnosis.
N,Participants agreeing to open-label trial likely to be biased towards those who believed they had received initial benefit from treatment
P,"Participants could make more than one order, so each outcome is not necessarily independent, which may inflate the SE estimate. The data received from the authors were adjusted for covariates"
Q,Participants differed on child age by condition. However although this was adjusted for in the analysis the impact of this imbalance is unclear
Q,"Participants had a history of former intolerance to atypical antipsychotic treatment, but baseline data on this were not provided."
Q,Participants in both groups usually met with their case managers every six months to complete a six-month care plan. The intervention group in this study met with their case manager an additional time three months before their next six-month care plan was due. The results regarding satisfaction with service process could have arisen from the more regular client-case manager contact rather than anything specifically to do with the approach to goal planning that was used
N,Participants in placebo arm had H. pylori eradication at 8 weeks so 12 month follow-up not randomised
N,Participants in placebo group received on average lower dose of antipsychotic medication compared with intervention group
P,Participants recruited among volunteers
Q,Participants similar in baseline demographic characteristics but numbers not balanced at randomisation
P,Participants similar in demographic and infertility characteristics at baseline.
Q,Participants were men and unsure if gender selection bias occurred and the study lasted longer than 20 years.
Q,Patient-requested additional analgesia; time to mobilisation and duration of inpatient stay were not reported.
P,Patients equal at baseline for risk factors (communication with authors). No competing interests
N,Patients were either inpatients or outpatients and all data were combined together in analysis
P,"Patients were informed about the study preoperatively, and written informed consent was obtained."
Q,Patients were only followed up for 5 days; some infections would have occurred after this time. Baseline risk factors were equally distributed between groups
N,PBAC scores significantly higher in the surgical group at baseline
N,"PCR-negative cases (30 participants, 33%) may not be BU."
N,"Per the authors' report, this study was prematurely halted due to ""a combination of different factors in different centers, including the departure of key members of staff, and the erroneous belief that steroids had had such a dramatic beneficial effect that continued randomization of women was not justified""."
Q,Placebo group had a higher mean age and more patients with non-fatal underlying disease
N,Poor accrual to study reducing statistical power.
Q,Possible selection bias as unclear who refused/did not have a chance to participate
N,Possible self-selection bias among participants
Q,Possible temporal bias related to radiotherapy technique
Q,Possible temporal bias related to radiotherapy technique
Q,Possible temporal bias related to radiotherapy technique
Q,Possible temporal bias related to radiotherapy technique
Q,Possible that there were several methodological issues that may have biased the results in this study as very little information was provided.
Q,"Post hoc analyses were conducted because of concerns that the capsules did not contain the necessary amount of vitamin A (in a sample of capsules vitamin degraded). Supported by Immunization Vaccines & Biologicals (the World Health Organization and the United Nations Foundation), Sight&Life (Hoffman-la Roche Ltd), Micronutrient Initiative, the Canadian International Development Agency, and the United Nations Children’s Fund (UNICEF)."
N,"Post hoc analysis; modified diagnostic criteria for TD were applied at baseline, and a 3-month history of antipsychotics exposure was not required"
Q,Potential conflicts listed that pharmaceutical companies involved in the production of pertuzumab funded parts of the study and had staff consulting on the trial
N,Potential confounders were not adjusted. Use of historical control may bias the results in favour of the newer treatment because of improvement in supportive care
N,"Potential contamination of control participants, who were being treated by the same primary care team that were receiving input from the palliative care team for the intervention participants."
Q,Potential exists for cross-group contamination
Q,"Potential impact of high attrition on ITT bias may be an issue, as the study did not use ITT analysis"
Q,"Power: not mentioned. Early cessation: quote: ""Group 4 (no treatment group, Derby) was stopped for ethical reasons when the serum paracetamol levels increased between the first and last samples in four out of five patients."" Intention-to-treat analysis: not mentioned."
Q,"Power: quote: ""Initial sample size estimation indicated that 249 patients were required for each arm of the study to detect an approximate halving of the rate, with 80% power. An incidence of 9% was estimated using the literature evidence available at study design."" Early cessation of study: quote: ""The initial research plan included 500 patients. The study was terminated in 2003 with 180 evaluable patients because of the difficulty in obtaining data in a reasonable time frame."" ""At a formal consensus meeting, the investigators concluded that a reduction in the observed rate of anaphylactoid reaction (from 25% to 10%) was required to justify a change in the guidelines for the initial reaction in 180 patients was only 4.3% (standard error = 5.5%). A sample size of more than 1,000 patients in each arm would be required to show the observed difference to be significant at an equal to 0.05 with 80% power."" Comment: early cessation for futility is not best practice but unlikely to have led to a biased estimate of treatment differences. Not recorded mean paracetamol level or mean paracetamol dose ingested, in each group. Known that increased adverse events from IV acetylcysteine at lower paracetamol concentrations, unknown if difference between the 2 groups."
Q,"Powering or intention to treat not specified. The first 2 reports of the study were interim analyses, the trial did not seem to have had any prespecified power analysis and stopped when the authors deemed other treatments were more promising."
P,"Pre-study power calculation was performed, and no other potential bias was observed"
N,"Pre-study power calculation was performed,.and no other potential bias could be observed"
Q,Preliminary results as 4 subjects had not completed the study.
N,Primary investigators described a significant drug by order and group by drug by order interaction.
N,Primary outcome data have to be imputed from percentages and exact denominators at 4 and 6 months follow-up are unclear.
N,Primary outcome was assessed by unblinded therapist making contact with patients by telephone
N,Procedures really comparable as in 2 of the 3 groups salpingo-oophorectomy was also performed. Pain score results must be interpreted with caution as different analgesics were used during the operation and postoperatively
P,Procedures were performed by 2 equally skilled and experienced surgeons using identical techniques
N,"Protocol as ClinicalTrials.gov Identifier NCT00952328 listed primary outcome as: Is infant receiving exclusively breast milk at 8 days of life, published paper refers to “1 week”. Protocol “Both groups will receive intensive lactation support” – published report does not mention “intensive” support. Small sample size. Only 62% of those replying (6 out of 40 did not reply) at the start of the intervention had planned to exclusively breastfeed which may have affected their motivation to comply with the allocation. There were more multiparous women in the intervention group than the control group (70% vs 50%) and previous experience of breastfeeding is a well-established predictor of subsequent feeding. Effect on weight was an outcome however, the study did not specifically weigh infants; used hospital routine weights, and only reported loss, not gain. Inclusion criteria was weight loss of ≥ 5% though this is well within the range of normality, and no infant in the study had a medical reason for supplementation. Unclear what was the support provided for breastfeeding, if mothers were instructed regarding how often to feed, to express milk if infant was not feeding well, etc. No information on birth practices that may have affected commencing breastfeeding. No definition of a “feed” thus the instruction to give the 10 mL of supplement “after each feed” could be 8 times, 12 times or more and thus variable quantities consumed. As supplement was given by syringe the infant was not able to refuse the supplement if already content with the amount of breast milk received. Funding: supported by grants 5 K12 HD052 and 1K23HD059818-01A1 from the National Institute of Children Health and Human Development. One of the trialists has served as a paid consultant to 4 companies in the formula industry including the company producing the supplemental formula used in the intervention. Report does not state if formula was supplied by the company or purchased; some participants were provided with small amounts of the formula to continue supplementation for a short time after discharge from hospital (""about 12 ounces"" from additional information from trialists)."
N,"Protocol indicates study was sponsored by Janssen, Novartis."
Q,Protocol not available.
Q,Protocol not available.
Q,Protocol not available.
Q,Protocol not available.
Q,Protocol not available.
Q,Protocol not available.
Q,Protocol not available.
Q,Protocol not available.
Q,Protocol not available.
Q,Protocol not available.
N,Protocol not available. Charitable donation from Janssen Pharmaceutica.
N,Protocol not available. Financial support in part from Eli Lilly The Netherlands.
Q,Protocol not available. Sample size not calculated.
Q,Protocol not available. Sample size not calculated.
Q,Protocol not available. Sample size not calculated.
Q,Protocol not available. Sample size not calculated.
Q,Protocol not available. Sample size not calculated.
Q,Protocol not available. Sample size not calculated. Source of funding: National Health and Medical Research Council of Australia and University Queensland
Q,Protocol not available. Sample sizes not calculated.
Q,Protocol not available. Source of funding not reported.
Q,Protocol not available. Source of funding not reported.
Q,Protocol not available. Source of funding not reported.
Q,"Protocol not available. Source of funding: US Mental Illness Research, Eduation and Clinical Center."
N,"Protocol not available. The follow-up period for social milieu group was limited mid-study so they could also receive social skills training, which they had expressed interest in to the investigators"
Q,Protocol not published a priori. Funding: not reported.
P,Protocol pre-published (ISRCTN83557988). Source of funding: Wellcome Trust.
P,Publicly funded (by NIMH and grant from universities and university centres for research). No further details. No evidence of the presence of other bias
P,Publicly funded (by the State Department of Mental Health). No further details. No evidence of the presence of other bias
P,"Publicly funded (Center for Mental Health Services, Maryland). No details. No evidence of the presence of other bias"
P,Publicly funded (grant by NIMH). No further details. No evidence of the presence of other bias
P,Publicly funded (grant from the Social Security Administration). No further details.No evidence of the presence other bias
P,Publicly funded (grants from National Institute of Mental Health). No further details. No evidence of the presence of other bias
P,Publicly funded (grants from the UK Department of Health and NHS research and development programme). No further details. No evidence of the presence of other bias
P,Publicly funded (National Institute of Mental Health). No details. No evidence of the presence of other bias
P,Publicly funded (NIMH grant). No details. No evidence of the presence of other bias
P,Publicly funded (NIMH). No further details. No evidence of the presence of other bias
P,Publicly funded. No further details. No evidence of the presence of other bias
Q,Quetiapine dose range was below therapeutic range.
Q,Quotation: “Patients occasionally using anxiolytics to induce sleep were accepted” Comment: no data provided on baseline use of anxiolytics between groups - prespecified as inclusion criteria but not reported upon. Important data as could induce baseline inequality or act as confounder
Q,"Quotation: “Two patients who took the test substance reported exacerbation of the symptoms in the first week of treatment, but this was also observed in 4 patients in the control group” Comment: the text above is contradicted by the flow chart which states 3 patients in each arm reported exacerbation of symptoms"
N,"Quotations: “Three clinicians, with extensive experience in oral medicine, examined the patients”; “They were again scheduled for visits after 1 month and 6 months, which allowed the clinicians to monitor their evolution”; “Both groups of patients showed improvement, which was partially due to the psychotherapy. The management of patients with BMS should be focused on two aspects. On one hand, clinicians could treat the symptoms; on the other hand, they could use basic psychotherapy customized to each person, which can be carried out in our dental office. The aforementioned psychotherapy is focused on listening to the patient, emphasizing affectivity, security and tranquility, and transmitting the feeling that we know exactly what the patient is going through as well as the difficulties we face in giving him/her solutions to his/her problems. Our personal experience has shown us that, if we manage to calm the patient with our attitude, the possibility of improvement increases; this is particularly true in patients who are relatively stable from an emotional point of view” Comment: the above statements suggest that there was additional treatment in the form of psychological intervention for each participant, undertaken by 3 different clinicians. No mention of standardisation of consultations or calibration of clinicians, hence possible confounding factor in terms of “psychotherapy” provided in a non-standardised/uncalibrated way. Unclear if adverse events were recorded by investigators (see above) - possible unblinding of investigating clinicians, as a result of this which could influence the consultation and “psychotherapy” provided to each participant Quotation: “None of the patients was treated in the last month before their inclusion in the study” Comment: despite the above quotation, the authors reported most participants were taking adjuvant medications (e.g. antidepressants, anxiolytics) during the study. Therefore the former statement is misleading and inaccurate, as most would consider antidepressants and anxiolytics to be active treatments for BMS. No data were provided on type of drugs used, any dose changes during the study period - hence unclear whether there were confounder inequalities between groups during the study"
Q,"Quote (from report): ""...no improvement was found in the control group. Thismay have been due to the relatively short twice-weekly training, while effec-tive protocols reported in the literature utilized between three and five train-ing sessions per week""Comment: As the control group did not improve with pulmonary rehabilita-tion, the efficacy of the rehabilitation programme appears questionable. Thegroup that trained with non-invasive ventilation did improve. However, asboth trainers and participants were not blinded to the intervention, bias can-not be ruled out, although the progression of training intensity was standard-ised; this should have helped to ensure that participants were exposed to thesame type of training programme"
Q,"Quote (page 446): ""Regardless of prior medication, eligible patients were openly changed to combined lithium (...) and fluphenazine."""
Q,"Quote (page 71): ""Nonblind attending psychiatrist made an emergency decision based on serious worsening of patient's condition."""
Q,"Quote 1: ''It was ended prematurely because of the low enrolment with fewer number of randomized patients than initially planned, with larger ulcers at baseline in the treated group, which may have underpowered the trial and included hard-to-heal ulcers in the treated group'' Quote 2: ""This study was supported by a research grant from Anika Therapeutics srl"" Comment 1: the study was prematurely ended and funded by commercial organisation Comment 2: basic demographic information is not shown Comment 3: only patients not healed after 2 weeks of control treatment were enrolled"
Q,"Quote from publication: “Our study has several limitations. First, the baseline BMI was significantly higher (47 vs. 45 kg/m2 , respectively) and age was significantly lower (41 vs. 45 years, respectively) in the gastric bypass group than in the gastric banding group. These differences occurred by chance though the randomization process” (Nguyen 2009). In addition, for complications, mean duration of follow-up differed (LYRGB 4.2 years, LAGB 3.6 years). No protocol to reduce the risk of differential behaviours by patients and healthcare providers in the absence of blinding was reported"
Q,"Quote: ''Because of difficulties encountered during the registration process in the European Union, the study sponsor elected to prematurely halt enrolment in the study. This was done for external reasons, and was not due to any safety concerns'' Comment: study was stopped prematurely and at least one of the authors is connected to a commercial organisation"
Q,"Quote: ''the fact that several participants had multiple diagnoses (such as mild mental retardation, borderline personality disorder, and antisocial personality disorder) may have complicated the interpretation of research outcomes''. Response: Unclear risk -- multiple diagnoses of participants may have compromised the validity of the findings. Funding not stated but trialists not clearly invested in the interventions."
Q,"Quote: ''The study enrolled diabetic patients with neuropathic full-thickness plantar surface foot ulcers of the forefoot or heel, 31.0 cm2 in size, and eliminated ulcers that showed initial rapid healing in response to standard care during a screening period'' Comment: patients were included in the study with ulcers that initially did not respond to standard treatment. This might result in ulcers being in the control group that already had not responded to standard treatment. Furthermore, basic demographic information is not shown and the study was funded by a commercial organisation as authors are supported by Advanced Tissue Sciences, Inc"
P,"Quote: ’All participating clinicians were provided with information about the aims of the study. However, antibiotic use was listed fourth in a long list of outcome measures and is therefore unlikely to have resulted in meaningful changes in prescribing behaviour.’ ’Funding for the development of the training website was from an educational grant from Pfizer UK...All authors declare that this work was conducted independently of the study funders.’ Comment: Authors acknowledged a potential Hawthorne effect and mitigated this by disguising desired outcomes among a long list of study outcomes. Pfizer supplied funding for the educational website but report the work was conducted independently and do not declare any competing interests"
N,"Quote: ’Each physician received 25 pamphlets and instructions that additional pamphlets could be obtained from the CDC.’ Comment: Fidelity was not assessed. Quote: ’Prescribing for an illness was attributed to an individual physician. However, a specific respiratory infection may result in more than one physician contact. Therefore, it was necessary to create an episode of care for any particular respiratory infection.’ Comment: Given physicians were randomised and then outcomes assessed via individual episodes of care, the risk of clustering is high, the authors do not acknowledge this, nor provide adequate data to adjust for clustering"
P,"Quote: ""A total of 53 patients underwent crossover treatments, including 40 with persistent disease who changed from passive MMC (25) and electromotive MMC (15) to a 6-week course of BCG, while 13 in whom BCG failed changed to a course of electromotive MMC."""
Q,"Quote: ""Advances Tissue Sciences, Inc., La Jolla, California, provided financial support for this study"" Comment: ulcer duration and age were not balanced at baseline and the study was funded by a commercial organisation. Furthermore, there is no information about how these patients were randomised over the five institutions, which is relevant in this small patient sample"
Q,"Quote: ""Dr. Sanders and Dr. A. Landsman are paid consultants"" Comment: at least one of the authors is connected to a commercial organisation"
Q,"Quote: ""However, we recognize that the intensity of the intervention, rather than provision of noncaloric beverages per se, may have led to salutary changes in other behaviors, such as decreased television viewing, and that these changes may affect body weight"""
P,"Quote: ""No difference was seen between the study group and control group in the indication of IVF and age."""
P,"Quote: ""Participants in group 1 were older and had longer mean disease duration and higher scores for all disease activity measures compared with participants in groups 2 and 3, although differences were not statistically significant."" Note: AIMS II adjusted for baseline values."
P,"Quote: ""Participants received a small reimbursement for transportation expenses only"" 
Comment: Unlikely to affect outcomes"
Q,"Quote: ""Stephen A. Brigido, DPM is a consultant for Wright Medical Technology"" Comment: not clear if variables (e.g. ulcer size, ulcer duration) were balanced at baseline At least one of the authors is connected to a commercial organisation"
N,"Quote: ""The author(s) disclosed receipt of the following financial support for the research, authorship, and/or publication of this article: This study was supported by the Stichting Rotterdams Kinderrevalidatie Fonds Adriaanstichting"
P,"Quote: ""The authors declare no conflicts of interest."" (p117)"
P,"Quote: ""The authors wish to thank the Kwanak Senior Center in Seoul, Korea for its generous support of this research."" (p81)"
Q,"Quote: ""The study also had several limitations, including (...) lower than ideal implementation within the 2 beverage product categories"""
P,"Quote: ""The various infertility diagnoses were distributed equally between the control and study groups."""
Q,"Quote: ""The VAS scales were missing baseline values for two subjects in the a.m. group and five in the p.m. group, but still showed clear evidence of improvement over time."" Comment: there were missing data for baseline values of VAS for 2 participants in the a.m. group and 5 in the p.m. group. We could not assess whether this could mask baseline imbalance."
Q,"Quote: ""This clinical trial was supported by Wright Medical Technology, Inc."" Comment: funded by commercial organisation"
P,"Quote: ""This project was funded by a research grant from the Institute for Music and Neurologic Function, New York, New York"" (p236)"
Q,"Quote: ""This study was funded by Soluble Systems, LLC"" Comment: funded by commercial organisation"
Q,"Quote: ""This study was supported by a research grant from Advanced Tissue Sciences, Inc., and Smith & Nephew, Inc"""
Q,"Quote: ""This study was supported by a research grant from Fidia Advanced Biopolymers"" Comment: funded by commercial organisation"
Q,"Quote: ""This study was supported by grants from ChaBio & Diostec"" Comment: funded by commercial organisation"
Q,"Quote: ""This study was supported by grants from Tego Science"" Comment: funded by commercial organisation"
P,"Quote: ""This study was supported by the BK21 project (Grant No. 0522-20010002), the Korea Science and Engineering Foundation (Grant No. R04-2001-000-00197-0), and the Research Institute of Nursing Science at Seoul National University."" (p131)"
P,"Quote: ""This work was supported by Academy of Finland (project no 77322), Jenny and Antti Wihuri Foundation (Helsinki, Finland), National Graduate School of Psychology and Neurology Foundation (Helsinki, Finland). Funding to pay the Open Access publication charges for this article was provided by Cognitive Brain Research Unit, Department of Psychology, University of Helsinki, Finland."" (p874)"
Q,"Quote: “[t]he evaluation of efficacy at the end of treatment and at the 6-month follow-up, clinical success was arbitrarily defined by the sponsor of the study”"
P,Quote: “Baseline data were similar for both study groups”. Comment: there was no imbalance in the baseline characteristics and the study seemed to be free from other forms of bias.
P,"Quote: “Both groups were comparable with regards to age, sex, and duration of symptoms, type and severity of bacterial infections, clinical signs and symptoms and use of systematic antibiotics” Comment: there was no obvious imbalance in the baseline characteristics, and the study seemed to be free from other forms of bias."
N,"Quote: “In respect of prognostic factors randomisation allocated more patients who smoked (7 vs 3), and more patients with diabetes (9 vs 4) to the honey group”. Comment: there was baseline imbalance with respect to demographics, as more participants who smoked and had diabetes were allocated to the honey group and there were more total avulsions in the honey group (16 vs 7)."
P,Quote: “None of the authors declare any conflict of interest”; “The randomised groups were well matched in clinical and demographic characteristics.”
P,Quote: “The composition of the groups did not differ significantly in terms of recorded characteristics”. Comment: there was no imbalance in the baseline characteristics and the study seemed to be free of other forms of bias.
Q,"Quote: “The honey group comprised 22 patients (13 males and nine females) with a mean age of 12.7 years (range 1–39). The sugar group comprised 18 patients (12 males and six females) with a mean age of 13.8 years (range 3– 53).There was a range of causes of wounds, but their distribution was similar between the two groups.”. Comment: age, sex and types of wounds similar between the two groups, but no information was reported on other baseline characteristics."
N,Quote: “The one leak in our LGI group can be directly attributed to our lack of experience with the LGI. We are certain if our study had been conducted by one of the prominent LGI groups around the world the leak we experienced would have been avoided” Comment: a source of bias if the surgeons were consistently less skilled at gastric imbrication than sleeve gastrectomy but this only appears to have resulted in a serious outcome in one operation
Q,"Quote: “There were disparities in baseline demographics. Established prognostic factors differed between groups: more smokers were assigned to the paraffin tulle gras group, and more diabetics to the honey group.”. Comment: whilst the study report stated that there were more smokers assigned to the paraffin tulle gras group, the data in Table 1 (baseline demographics) indicates that slightly more smokers were assigned to the honey group but the difference was not great and unlikely to impact on the results (33% of the honey group were smokers in Table 1 vs 27% of the control group)."
