class,text
Q,Not reported but non-blinding of outcome assessors may not have affected some of the outcome measures as they were objectively assessed.
Q,Not reported but non-blinding of outcome assessors may not have affected some of the outcome measures as they were objectively assessed.
Q,Not reported but participants were likely to be unblinded since the 2 treatments required different administration
Q,Not reported but primary outcomes automated
P,Not reported but unlikely to affect outcome
P,Not reported but unlikely to affect outcome
P,Not reported but unlikely to affect outcome
P,Not reported but unlikely to affect outcome
P,Not reported but unlikely to affect outcome
P,Not reported but unlikely to affect outcome
N,Not reported that those allocated to standard treatment only were given placebo
Q,Not reported whether participants or personnel (or both) were blinded
Q,Not reported whether participants or personnel (or both) were blinded; nonblinding of outcome assessors could have influenced some of the outcome measures.
Q,"Not reported, participants not blinded"
Q,Not reported.
Q,Not reported.
Q,Not reported.
Q,Not reported.
Q,Not reported.
Q,Not reported.
Q,Not reported.
Q,Not reported.
Q,Not reported.
Q,Not reported.
Q,Not reported.
Q,Not reported.
Q,Not reported.
Q,Not reported.
Q,Not reported.
Q,Not reported. Comment: blinding of the participants is not feasible.
Q,Not reported. Comment: participant binding is not feasible.
Q,Not reported. Outcome data collected by 'study staE'
N,Not specified.
N,Not specified. It was probably unfeasible for the study to blind participants and personnel
N,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
N,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
N,Not stated but likely unblinded
N,Not stated but not possible due to study design
N,Not stated but not possible due to study design
N,Not stated but not possible due to study design
N,Not stated but not possible due to study design
N,Not stated but not possible due to study design
N,Not stated but not possible due to study design
N,Not stated but not possible due to study design
N,Not stated but not possible due to study design
N,Not stated but not possible due to study design
N,Not stated but not possible due to study design
N,Not stated but not possible with study design
N,Not stated but not possible with study design
N,Not stated but not possible with study design
N,Not stated but not possible with study design
N,Not stated but not possible with study design
N,Not stated but not possible with study design
N,Not stated but not possible with study design
N,Not stated but not possible with study design
N,Not stated but not possible with study design
N,Not stated but not possible with study design
Q,Not stated in study
Q,Not stated in text
Q,Not stated in text
Q,Not stated in text
Q,Not stated in text
N,"Not stated in the paper, but blinding appears unlikely as the trial involved a comparison between the application of chlorhexidine-soaked gauze versus a dry sterile gauze."
Q,Not stated whether the reviewers were blinded
N,Not stated.
Q,Not stated.
Q,Not stated.
Q,Not stated.
Q,Not stated.
Q,Not stated. It would have been difficult to blind participants without a placebo block
Q,"Not stimulated how blinding was achieved; however, reported that study was conducted ""under double blind conditions."""
Q,Not used
Q,Not used
N,Not used sham electroacupuncture and doctors often told patients (electroacupuncture + antipsychotics group) the importance and treatment mechanism of acupuncture.
Q,Nothing is mentioned about blinding of participants and personnel
Q,Nothing is mentioned about blinding of participants and personnel
N,Nothing mentioned about blinding at all. Participants must be aware of food being provided so we judged this as high risk
Q,NR.
P,"Numbered, identical-looking syringes"
P,"Nurse practitioners or physician assistants carried out the brief intervention but had no contact with control patients, so little chance of contamination"
P,Nurse who delivered the intervention only saw intervention participants
P,Nurse who facilitated discussion unaware of participants' HIV serostatus; same intervention provided regardless of HIV status
N,Nutrition knowledge & food frequency (self-reported) There is no blinding to group allocation of participants or personnel described and this is likely to influence performance
Q,Observational study using district-level household survey: blinding not relevant
P,"Observers of pH probe, endoscopy and manometry blinded as to treatment"
P,Obstetrician and women blinded to treatment group
P,"One psychologist was responsible for administering intervention and different researchers were responsible for screening and “control” condition, therefore no chance of cross-contamination"
Q,Only doctors who retrieved oocytes and embryologists were blinded to treatment groups.
N,Open design
N,Open Label
N,Open label (no blinding)
N,Open label (no blinding)
N,Open label (no blinding)
N,Open label trial
N,Open label trial
N,Open label trial
N,Open label trial
N,"Open label, both patients and staG were aware of treatments received."
N,"Open label; however, some outcome measures such as prolactin level are unlikely to be influenced by lack of blinding."
N,Open label.
N,open label.
N,Open label.
N,Open label.
N,open label.
N,Open study
N,open study
N,"Open study ""open and multicenter."""
N,"Open study, no description of observer blinding"
N,"Open study, though the observers were blinded"
N,Open study.
N,Open study.
N,"Open study. ""open tria"
N,Open trial
N,Open trial.
N,Open trial.
N,Open trial.
N,Open trial.
N,Open-label
N,Open-label
N,Open-label
Q,Open-label
P,"Open-label during hospitalisation period when all patients receiving enoxaparin, then double-blinded after randomisation to extended duration or placebo using saline injections for the placebo group; “The double-blind conditions (for patients, nurses, attending physicians"
Q,Open-label RCT but non-blinding of outcome assessors may not have affected some of the outcome measures as they were objectively assessed.
N,Open-label study
N,Open-label study
N,Open-label study
N,Open-label study
N,Open-label study
Q,Open-label study assigned unclear impact on mortality outcomes
N,"Open-label study Comment: definitely not blinded; knowledge of the assigned intervention may have led to differential behaviors across intervention groups (e.g. differential dropout, differential cross-over to an alternative intervention or differential administration of cointerventions)."
N,"Open-label study Comment: definitely not blinded; knowledge of the assigned intervention mayhave led to differential behaviors across intervention groups (e.g. differentialdropout, differential cross-over to an alternative intervention or differentialadministration of cointerventions)."
N,"Open-label study Comment: definitely not blinded; knowledge of the assigned intervention mayhave led to differential behaviors across intervention groups (e.g. differentialdropout, differential cross-over to an alternative intervention or differentialadministration of cointerventions)."
Q,Open-label study considered to have unclear impact on mortality outcomes
Q,Open-label study considered to have unclear impact on mortality outcomes
Q,Open-label study considered to have unclear impact on mortality outcomes
Q,Open-label study considered to have unclear impact on mortality outcomes
Q,Open-label study considered to have unclear impact on mortality outcomes
Q,Open-label study considered to have unclear impact on mortality outcomes
Q,Open-label study considered to have unclear impact on mortality outcomes
Q,Open-label study considered to have unclear impact on mortality outcomes
Q,Open-label study considered to have unclear impact on mortality outcomes
Q,Open-label study considered to have unclear influence on mortality outcomes
Q,Open-label study considered to have unclear influence on mortality outcomes
Q,Open-label study considered to have unclear influence on mortality outcomes
Q,Open-label study considered to have unclear influence on mortality outcomes
Q,Open-label study considered to have unclear influence on mortality outcomes
Q,Open-label study considered to have unclear influence on mortality outcomes
Q,Open-label study considered to have unclear influence on mortality outcomes
Q,Open-label study considered to have unclear influence on mortality outcomes
Q,Open-label study considered to have unclear influence on mortality outcomes
Q,Open-label study considered to have unclear influence on mortality outcomes
Q,Open-label study considered to have unclear influence on mortality outcomes
N,Open-label study with assessment by blinded clinical raters
N,Open-label study with blind midpoint and end point assessments.
N,"Open-label study with blinded outcome assessment. Quote: ""An independent committee, whose members were unaware of study group assignment, adjudicated the qualifying diagnosis, the anatomical extent of the initial superficial-vein thrombosis, and all suspected outcomes."""
Q,"Open-label study, considered to have unclear influence on mortality outcomes"
N,Open-label study.
N,Open-label study.
N,Open-label study. No evidence for any rater blinding- follow-up methods differed between treatment groups (phone calls for quetiapine group and in person with depot risperidone).
N,Open-label study. No evidence of rater blinding.
N,"Open-label studyComment: definitely not blinded; knowledge of the assigned intervention mayhave led to differential behaviors across intervention groups (e.g. differentialdropout, differential cross-over to an alternative intervention or differentialadministration of cointerventions)."
N,"Open-label studyComment: probably not blinded; knowledge of the assigned intervention mayhave led to differential behaviors across intervention groups (e.g. differentialdropout, differential cross-over to an alternative intervention or differentialadministration of cointerventions)."
N,Open-label trial
N,Open-label trial
N,Open-label trial
N,Open-label trial
N,Open-label trial
N,Open-label trial
N,Open-label trial
N,Open-label trial
N,Open-label trial
N,Open-label trial
N,Open-label trial
N,Open-label trial
N,Open-label trial
N,Open-label trial
N,Open-label trial
N,Open-label trial
N,Open-label trial
N,Open-label trial
N,Open-label trial
N,Open-label trial
N,Open-label trial
N,Open-label trial
Q,Open-label trial (?)
Q,Open-label trial (?)
Q,Open-label trial (?)
Q,Open-label trial (?)
Q,Open-label trial (?)
N,Open-label trial (?)
Q,Open-label trial (?)
N,"Open-label trial Comment: definitely not blinded; knowledge of the assigned intervention mayhave led to differential behaviors across intervention groups (e.g. differentialdropout, differential cross-over to an alternative intervention or differentialadministration of cointerventions)."
N,"Open-label trial Comment: definitely not blinded; knowledge of the assigned intervention mayhave led to differential behaviors across intervention groups (e.g. differentialdropout, differential cross-over to an alternative intervention or differentialadministration of cointerventions)."
N,"Open-label trial Comment: definitely not blinded; knowledge of the assigned intervention mayhave led to differential behaviors across intervention groups (e.g. differentialdropout, differential cross-over to an alternative intervention or differentialadministration of cointerventions)."
P,"Open-label, but outcome unlikely to be affected by participant knowledge of treatment group."
N,"Open-label, participants and study drug administrators were not blinded, but with blinded raters."
N,Open-label.
N,Open-label.
N,Open-label.
N,"Open-label. Rater blinding: ""all efficacy assessments were administered and evaluated by independent, blinded and trained raters at each site."""
N,"Open, phase 3 RCT"
N,Operators were not blinded
N,Outcome assessment of behaviours was done by the participants themselves and thereby introduced a possible bias
P,Outcome assessor blinded.
Q,Outcome assessor blinded. Blinding of participant and care provider not described.
Q,Outcome assessor blinded. Blinding of participant and care provider not described.
Q,Outcome assessor blinded. Study authors did not indicate if participant and care provider were blinded.
Q,Outcome assessor blinded. Study authors did not indicate if participant and care provider were blinded.
P,Outcome assessor was blinded
P,Outcome assessor was blinded
P,Outcome assessor was blinded
P,Outcome assessor was blinded to treatment conditions
N,Outcome assessor was blinded. Participant and care provider were not blinded.
N,Outcome assessor was blinded. Participant and care provider were not blinded.
Q,Outcome assessors and statistician blinded; not possible to blind professionals and participants due to nature of intervention
P,Outcome assessors blinded
P,Outcome assessors blinded
P,Outcome assessors did not know about the intervention.
P,Outcome assessors were blinded
N,"Outcome data on beverage consumption was self-reported, and participants were not blinded"
N,"Outcome group primary outcomes – preference and intake “Day-care center staff members were instructed to behave as they usually did and not to alter their daily routine. The researchers were absent while children ate their spinach at lunch, to not disturb the normal daily lunch routine.” It is unclear whether the day-care centre staff or researchers were blind to experimental group allocation.Outcome group: secondary outcomes – intake and liking The products in the plain spinach, creamed spinach, and green beans groups were commercially available (frozen green beans [2.5 kg], frozen chopped spinach [2.5 kg], and frozen spinach a la crème [1 kg]) and were repacked in family portions and delivered frozen via the day-care centers on a weekly basis.”It is likely parents knew their experimental group allocation and this could have affected the outcome."
P,Outcome group: All/ Children’s vegetable and granola bar intake Families and researchers were not blinded to condition but it is unlikely that this influenced child consumption
N,"Outcome group: All/ Food intake records, food preference, feeding behaviour (self-reported) There is no blinding to group allocation of participants or personnel described and this is likely to influence performance"
N,"Outcome group: All/ Fruit & vegetable intake (parent self-reported survey) Due to the nature of the intervention, it was not possible to blind participants or intervention providers and this is likely to influence performance"
N,Outcome group: All/ Fruit and vegetable intake (self-reported) There is no blinding to group allocation of participants described and this is likely to influence performance
P,Outcomes assessed by a death review committee and a study pathologist who were unaware of study allocation
P,Outcomes were determined blind
P,Outcomes were obtained from or confirmed by public registries. A second analysis as CRCas an underlying cause of death was obtained after blinded verification of death certificates by an independent expert coder who had access to clinical information when available
P,Outcomes were obtained from public registries
P,Outcomes were obtained from public registries by a person not involved in the trial
N,"Outcomes were self-reported, and participants were not blinded"
Q,"Owing to the nature of the behavioural intervention, blinding of participants or study personnel was not possible."
Q,"Owing to the nature of the intervention, participants and study personnel were not blinded."
P,"Paper described a double-blind approach but did not give any information about how this was adhered to or ensured during the study. Additional information provided by corresponding author: the supplements were produced and shipped from the producer in Iowa. The study statistician had developed a 12 letter code and each container of supplements had a letter marked on it. As there were 4 products, each group had 3 different letters assigned. Only the statistician and the manufacturer knew which letters corresponded to which product. Each child was randomly assigned to 1 of the 12-letter codes by the field supervisor, using a block randomisation scheme prepared by the statistician. The field supervisor and field workers who distributed the supplements, the data collectors for all study outcomes, and the study participants were all blind to the treatment group assignment. The statistician was not involved in the field implementation, but she did participate in the downstream data analyses, working initially with data masked to group identity."
P,Paper described the study as double blind with only 1 person not involved in the study knowing about which group a participant belonged to.
Q,"Parent/guardian and subject were informed that they would not know which study drug was provided for the first or second migraine treated, and that the investigator would not know which study drug was provided for the second migraine treated. To maintain blinding, sites received education on describing the single-blind phase."
P,Parents and investigators are unaware of the type of vaccination
Q,Parents and nurses collecting efficacy and adverse event data were blinded but blinding details not stated
P,Parents and staff remained blinded
N,Parents knew that they got coupons for the food
P,Parents report outcomes but blinded to dose
N,Parents unblinded to intervention in part 1
N,"Parents, children, and personnel not blinded to the fact that children were being fed"
N,Part 2 of the trial was open-label
P,Participant allocation was concealed and study drugs were in identical vials.
P,"Participant and doctor blinded, but there was no description of outcome assessor blinding."
P,"Participant and doctor blinded, but there was no description of outcome assessor blinding."
P,Participant blinded
P,Participant blinded. 'Treatment was administered by a single clinician blinded ... to ... treatment'
P,Participant receives intervention or placebo
P,Participants and clinicians blinded to intervention group
N,Participants and clinicians were not blinded; it is unclear if the trained interviewers were blinded. The subjective nature of the outcomes measured (by self-reported questionnaire) means this may have introduced bias
N,Participants and clinicians were not blinded; it is unclear if the trained interviewers were blinded. The subjective nature of the outcomes measured (by self-reported questionnaire) means this may have introduced bias.
N,"Participants and data collectors were not blinded, and the intensive behavioural co-intervention may have introduced a relevant degree of social desirability bias. Quotes: ""Blinding of participants and data collectors was not possible since the water campaign’s activities were visible at the intervention schools and throughout the neighbourhoods. (...) [R]esearch has shown that parents are more prone to reporting socially desirable answers compared to children. This could also partly explain the fact that SSB consumption reported by children was higher than that reported by parents"""
N,Participants and local investigators giving interventions were not masked to treatment allocation
N,Participants and nurse phototherapists in this study were not blinded
N,Participants and nurse phototherapists were not blinded
N,Participants and nurses not blinded.
P,Participants and nurses responsible for recording pain scores blinded to treatment allocation
Q,Participants and parents not blinded as placebo 3 times a day and Gaviscon® liquid 4 times a day for infants and children
N,Participants and people delivering the programme could not be blinded as they were getting fed and delivering the intervention
Q,Participants and personnel delivering the yoga intervention will be aware they are undertaking or delivering the yoga intervention.
Q,Participants and personnel delivering the yoga intervention will be aware they are undertaking or delivering the yoga intervention. Response: Unclear risk.
Q,Participants and personnel delivering the yoga intervention will be aware they are undertaking or delivering the yoga intervention. Response: Unclear risk.
N,Participants and personnel distributing the supplement had to know whether they were in the intervention or control group. But unlikely to affect anthropometrics
N,Participants and personnel not blinded.
N,Participants and personnel not blinded.
N,Participants and personnel not blinded.
N,Participants and personnel not blinded. Participants may have been unaware of control/intervention clinics as clinics were geographically distant.
Q,Participants and personnel said to be blinded to treatment allocation
P,Participants and personnel were blinded
P,Participants and personnel were blinded
P,Participants and personnel were blinded to treatment allocation which was revealed after completion of the study
P,"Participants and personnel were not blinded, but low risk because of objective outcomes"
N,Participants and phototherapists were not blinded
N,"Participants and providers were not blinded, and outcomes were self-report-ed.Quotes: ""[L]etters were sent home to inform students and their parents of up-coming changes in the vending and à la carte programs. (...) Subjects wereasked to complete the youth food frequency questionnaire for what they ateand drank over the past 30 days"""
N,Participants and study staG were not blind to the intervention allocation
N,Participants and study staG were not blinded to allocation.
N,Participants and study staG were not blinded to the intervention
N,Participants and study staG were not blinded to the intervention
N,Participants and study team were not blinded. Parent self-reported survey on fruit and vegetable consumption and therefore at high risk of performance bias.
P,Participants and surgeon blinded (study author provided information)
N,Participants and surgeon were not blinded to the procedure performed because concealment was not possible due to the differences in the procedures
Q,"Participants and teachers in intervention preschools were not blinded to the intervention, as children viewed a DVD, and teachers were asked to identify the vegetable components served in the lunch. It is unclear whether this resulted in performance bias"
P,Participants and the personnel were blinded
N,Participants and therapists not blinded: assessor blinding unclear
P,"Participants and therapists were blinded, unknown if other study personnel were blinded."
N,Participants and therapists were not blinded because of 2 different therapiesappliedComments: not reported if the others involved in the research were blinded
N,Participants and those delivering intervention not blinded
N,Participants and those delivering intervention not blinded.
N,Participants and those delivering intervention not blinded.
N,Participants and treated clinicians not blinded to study group randomization
N,Participants are aware of intervention
N,Participants are aware of intervention
Q,Participants are aware of the intervention.
N,Participants aware of intervention
N,Participants aware of intervention
P,Participants blinded
P,Participants blinded
P,Participants blinded (sham skin markings)
P,Participants blinded and described as single-blind study. Tablets placed in sealed containers before dispatch by an independent pharmacist.
P,"Participants blinded and doctor blinded, outcome assessor/pathologist unclear, review/coding of medical records unblinded"
P,Participants blinded for 2 years
P,Participants blinded throughout the 2-year follow-up (unpublished information)
P,Participants blinded to group allocation through the use of sham control group.
P,Participants blinded to study design but not possible to blind physicians
P,Participants blinded to surgery
P,Participants blinded to treatment allocation
P,Participants blinded to treatment allocation
P,Participants blinded to treatment assignment through use of placebo. Unknown if remaining personnel blinded.
P,Participants blindfolded; independent observer not involved in the treatment
Q,Participants could not be blinded to the intervention. Patients were advised not to discuss the assigned bowel preparation with the medical team
N,"Participants could not be blinded. However, investigator was blinded"
Q,Participants did not know treatment type they were receiving. The outcome of treatment was not determined blind
N,"Participants did not seem to be blinded, no report on personnel neither"
P,Participants in control group received placebo saline.
Q,Participants in groups A and B were not blinded to the allocation; participants in group C were unaware of study participation. It is not reported whether study staG were blinded to the interventions.
P,Participants in the placebo group were not aware that the laser was not activated during irradiation. Control participants were informed of participating in a study on the outcome of endodontic surgery but did not know what treatment was given to the other 2 groups
,participants knew if they were in the control or intervention group (type of earplug and training)
N,"Participants knew which treatment they were allocated, and care providers knew which treatment a participant was allocated"
N,"Participants knew which treatment they were allocated, and care providers knew which treatment a participant was allocated"
P,"Participants masked to treatment assignment. ""Patients subjected to the sham procedure were treated identically to the collagen/silicone plug implantation group (i.e., the punctum was dilated and the canaliculus probed), except that a plug was not actually inserted"" (p 11)."
Q,Participants might not be blinded to treatment. Personnel blinding was not reported
Q,Participants not blinded. No report of blinding observer
P,"Participants re-attended with alcohol health worker to receive brief intervention; therefore, no contamination"
P,Participants unaware in study
P,Participants were also masked to treatment assignment
P,Participants were also masked to treatment assignment
P,"Participants were also masked to treatment assignment. ""All of the steps of inserting the implants were performed on both eyes, but an implant was inserted in the upper and lower punctum of one eye only. Therefore, the patients did not know that only one eye received the implants. Because the patients did not know that the puncta of only one eye received the implants and the investigator making the measurements did not know which eye of the patient received the implant, the study was double masked"" (p 239)"
N,Participants were aware of observer and purpose of the light
P,Participants were aware of the signs but were not informed of the research underway
Q,Participants were aware of the treatment group to which theywere allocated
Q,Participants were aware of the treatment group to which theywere allocated
P,"Participants were blind to treatment allocations. Quote: ""Random numbers for the allocation-to-treatment sequence were concealed from the recruiter and the therapists. Patients were informed of the two possible treatment allocations, but not whether they are in the experimental or control arm"" (p194). It is not possible to blind the personnel involved in delivering RAS"
P,Participants were blinded
Q,Participants were blinded but unclear whether the clinicians were blinded
N,"Participants were blinded during baseline data collection, but not during the intervention, and SSB consumption data are self-reported"
Q,Participants were blinded for primary and secondary outcomes as they did not know whether the psychiatrists had undergone communication skills training or not. It was not possible to blind the psychiatrists involved in the study.
Q,Participants were blinded to doses of clozapine; no details on personnel giving the treatment
P,Participants were blinded to group allocation throughout the trial
P,"Participants were blinded to group allocation, as were the monitoring and research staA"
P,Participants were blinded to group allocation. Scrub nurses in the theatre prepared the study solution to maintain blinding of surgeons.
Q,"Participants were blinded to the dose received of AZD0837, but VKA were given in an open fashion"
P,Participants were blinded to the group they were allocated to.
P,Participants were blinded to the purpose of the study through a cover story. At the end they were questioned to ascertain whether they had noticed the menu manipulations and ascertained the purpose of the study. There is no indication as to whether personnel were blinded to allocated intervention
P,"Participants were blinded to their assignment, identical bead was placed at an acupressure versus alternate forearm site."
P,Participants were blinded to treatment.
N,"Participants were blinded, and the operator could not be blinded to magnificator type"
P,"Participants were blinded, no report on if personnel were blinded"
P,"Participants were blinded, unclear whether personnel where blinded. ""Subjects were then randomly assigned to fluoxetine or desipramine treatment in a double-blind study design;"" ""Study drugs were indistinguishable."""
P,"Participants were blinded: ""...patients were randomly assigned to imipramine or matching placebo..."" ""After 6 weeks the blind was broken for nonresponders, while responders where maintained double-blind for an additional 6 weeks."" Unknown whether personnel were blinded."
P,Participants were blinded.
P,Participants were blinded. It was not clear whether personnel were blinded
P,Participants were effectively blinded to the intervention
P,"Participants were not aware of the true purpose of the study, nor that researchers were going to assess their consumption. Study personnel were aware of allocation of participants when explaining the study. However, one of three researchers explained the intervention to each of the three groups, minimising
the opportunity for one researcher to treat participants differently according to group. Additionally, the same script was used by all personnel regardless of which group they were dealing with"
Q,"Participants were not blind to treatment allocation, but it is 
unclear whether this introduced bias"
N,Participants were not blinded and it seems likely that children may have been influenced by those children around them and whether or not other children had a flavoured dip
N,Participants were not blinded and SSB intake was self-reported. The behavioural co-interventions may have reinforced social desirability bias
P,Participants were not blinded owing to the nature of the intervention. Surgical personnel were blinded to group allocation.
Q,Participants were not blinded to intervention; it was not reported if study or medical staG were blinded to the intervention
N,"Participants were not blinded to the intervention, and consumption data is self-reported"
P,Participants were not blinded to the intervention; data collectors were blinded.
N,Participants were not blinded to the intervention. Blinding of study staG and physicians was not reported.
Q,Participants were not blinded to the intervention. It was not reported if study or medical staG were blinded to the intervention
Q,Participants were not blinded to the intervention. It was not reported if study or medical staG were blinded to the intervention.
N,Participants were not blinded to their treatment allocation.
N,Participants were not blinded to treatment as it was impossible in the methodology of the trial
N,Participants were not blinded to treatment as one group took capsules
N,Participants were not blinded to treatment as one group took capsules while the other group took tablets Personnel blinding not reported.
N,Participants were not blinded to treatment as one group took granules while the other group took tablets. Personnel blinding not reported.
N,"participants were not blinded to treatment as one group took herbal liquid while the other group took tablets. However, gynaecologist and psychologist and researcher for assigning randomisation were blinded"
N,Participants were not blinded to treatment as one group took oral liquid plus drops while the other group only took drops. Personnel blinding not reported.
N,Participants were not blinded to treatment as one group took oral liquid plus drops while the other group only took drops. Personnel blinding was not reported.
N,Participants were not blinded to treatment as one group took oral liquid while the other group only took tablet. Personnel blinding was not reported.
N,Participants were not blinded to treatment as one group took oral liquid while the other group only took tablets. Personnel blinding was not reported.
N,"Participants were not blinded to treatment as one group took the tablets, the other group only took herbal paste. Personnel blinding was not reported."
N,Participants were not blinded to treatment. Personnel blinding was not reported.
N,"Participants were not blinded, and data on the frequency of fast-food restaurant visits are self-reported only"
N,"Participants were not blinded, and outcomes are self-reported"
N,"Participants were not blinded, and outcomes are self-reported"
N,"Participants were not blinded, and outcomes are self-reported"
N,"Participants were not blinded, and outcomes are self-reported"
N,"Participants were not blinded, and outcomes are self-reported"
N,"Participants were not blinded, and outcomes are self-reported"
N,"Participants were not blinded, and social desirability bias, which might have been reinforced by the behavioural components of the intervention, may have biased the results for beverage intake data, which was self-reported"
P,Participants were not blinded; clinic staG were unaware of treatment allocation.
N,Participants were not blinded. Unclear whether research personnel were blinded.
P,Participants were told that the study was a taste-rating exercise for market research and were thus unaware of the nature of the study. Personnel are likely to have been aware of the different labels and which participants saw which labels
P,Participants were told that the study would assess factors influencing eating habits at fast food restaurants. Efforts were made to minimise contact between participants and thus the possibility of observation of differences in labelling provided. Researchers would have been aware of allocation when providing the menus
Q,"Participants were told that they would be rating a potential new menu item for a local restaurant. As this information was given to students in a psychology course by researchers, participants may have suspected that researchers were interested in some other outcome. Participants were debriefed to assess whether they guessed the nature of the study, but it is not clear what the outcome of this was"
Q,"Participants were told that they would be rating a potential new menu item for a local restaurant. As this information was given to students in a psychology course by researchers, participants may have suspected that researchers were interested in some other outcome. Participants were debriefed to assess whether they guessed the nature of the study, but it is not clear what the outcome of this was"
P,Participants were told the purpose of the study was to explore the effect of labels and a video on consumption (so blinded to the purpose of the study). No information given to suggest whether or not personnel were blind to the intervention that participants received
P,"Participants were told they would be taking part in a focus group about the cereal in front of them and would have a chance to eat the cereal (so blinded to the purpose of the study), but it is unclear whether personnel were blinded"
Q,Participants will be aware if undertaking any intervention.
Q,Participants will be aware they are undertaking yoga intervention.
P,"Participants, all investigators and research staff were blinded to group assignment"
P,"Participants, doctors and research staff were blinded to group assignments"
P,"Participants, investigators and assessors blinded"
P,"Participants, investigators and assessors were all blinded"
P,"Participants, providers and key study personnel blinded (source: correspondence)"
N,"Participants' parents were aware of their status, as their children were given supplements. It is unlikely that this affected performance. Study personnel were probably also aware"
Q,Participants/carers blinded. Pathologist examining histological specimens blinded (but not an outcome measure). No discussion of blinding of clinical observers
P,Participants/parents reportedly blinded
P,"Patient and care provider were blinded, but unsure regarding outcome assessor."
P,"Patient and care provider were blinded, but unsure regarding outcome assessor."
P,Patients and care providers were blinded
P,"Patients and carers recommended by the family and personnel knew who was 
allocated to the intervention. The personnel did not take part in the measuring 
the outcome so it does not affect the outcome"
P,Patients and investigators were blinded with regard to the type of treatment received.
P,Patients blinded
P,Patients blinded
P,Patients blinded 12 months
P,Patients blinded but care providers not blinded
N,Patients not blinded
P,Patients received study medication plus placebo tablets or injection
N,Patients unblinded
N,"Patients were ""informed about their allocation"" on the day of randomisation."
P,Patients were blinded until 12 months unless asked
N,"Patients were clustered by therapist. 'Nothing was asked of the control group therapists, and they were unaware of the patients being part of a treatment study' (author communication). However, therapists and patients in the intervention group were required to be actively involved in the intervention protocol, so blinding was not possible"
Q,PCP blinding not possible owing to nature of the intervention
P,"Personal communication with first author: 16 August2013: ""Patients were not told whether they had received either the experimental or control intervention; in enrolling subjects, patients were told we were testing two different ways of helping people stay employed. The counsellors provided intervention to experimental group subjects only and did not know"
P,Personnel and patients were blinded to the fact that research of music therapy was the study aim
Q,"Personnel blinded, participant blinding not reported"
Q,Personnel was not blinded. It is unclear whether participants were blinded or aware of their group assignment.
P,"Personnel were blinded and participants were not, but the review authors judge that the outcome was not likely to be influenced by lack of blinding. Quote: ""One masked clinical expert (I.P.), with training in psychiatric nursing and long experience in psychiatry, conducted all the psychiatric assessments."""
Q,"Personnel were blinded. For participants, blinding was not possible. Quote: ""The psychologist provided an evaluation of the participant’s level of depression on the HRSD. The psychologist did not know which participants were in the experimental and control groups. Moreover, the psychologist did not treat any of the participants."" Quote: ""Dependent variables used in this study were: (1) self-rated depression scores on the BDI, and (2) psychologist-rated depression scores on the HRSD."""
Q,"Personnel were blinded. For participants, blinding was not possible. Quote: “One well-trained psychiatric nurse who evaluated patients’ outcomes, including MADRS rating, was blinded to assigned interventions.” Quote: “The secondary outcomes were the change from baseline in self-rated depression score ... and quality of life..."""
N,"Personnel who distributed the food were not blind, participant's mothers would have also known"
P,"Pharmacist, ward physicians, ward nurses and patients were ignorant of what drugs were being administered. Drugs in identical appearing capsules. It was never necessary to break the code"
N,"Physicians in the Department of Family Practice were aware that a study was in progress and that some of their patients might receive postcards about influenza immunisation. Vaccine was offered to all eligible participants on a walk-in basis. Participants who presented for immunisation read and signed an informed consent document. It is not stated if the physicians were those who performed the vaccinations. However, participants might have told their vaccinator whether or not they had received a postcard."
Q,"Physicians saw control patients and interventionists administered interventions so no risk of contamination, but physicians were forwarded details of AUDIT score (if positive) and alcohol consumption (if high) and were not discouraged from advising patients"
Q,"Placebo ""matched for shape, size, colour and taste"""
Q,"Placebo ""matched for shape, size, colour and taste"""
P,Placebo and active treatment looked identical
P,Placebo controlled
Q,"Placebo controlled, but did not state if placebo identical-looking"
P,"Placebo controlled. “The freeze-dried excipients of the vaccine were used as placebo, which was indistinguishable from vaccine in appearance or reconstitution characteristics.”"
P,"Placebo injections, saline, given to control participants"
P,Placebo of identical appearance used; described as double-blind.
Q,"Placebo tablets and injections used to blind participants. ""Double blind"" stated but it is not clearly expressed who exactly was blinded, cannot be sure if rater blinded."
P,Placebo was a cellulose tablet indistinguishable from the zinc supplement in both appearance and taste.
P,Placebo-controlled
P,Placebo-controlled
P,Placebo-controlled
P,Placebo-controlled
