class,text
Q,Not specified
Q,Not specified
Q,Not specified
Q,Not specified
Q,Not specified
Q,Not specified
Q,Not specified
Q,Not specified
Q,Not specified
Q,Not specified
Q,Not specified
Q,Not specified
Q,Not specified
Q,Not specified
Q,Not specified
Q,Not specified
Q,Not specified
Q,Not specified in the study
Q,Not specified in the study
P,"Not specified, but outcomes were unlikely to be influenced by blinding"
P,"Not specified, but outcomes were unlikely to be influenced by blinding."
Q,Not specified.
Q,Not specified.
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,not stated
Q,Not stated
Q,Not stated
Q,Not stated
P,Not stated
Q,Not stated
P,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
Q,Not stated
N,Not stated but likely unblinded
P,Not stated but presumably low because sham FNB in control group and IV PCA in all groups. Study author unable to provide additional information
Q,"Not stated for outcome assessors, although appears to be same researchers at all points."
Q,"Not stated if assessors blinded, participant-completed questionnaire"
Q,Not stated in text
Q,"Not stated whether assessors were blinded, participant-completed questionnaire"
Q,Not stated whether the outcome assessor was blinded to group allocation
Q,Not stated whether the reviewers were blinded
Q,Not stated; participant-completed questionnaires
Q,Not stated: POPQ assessment by independent investigator
Q,Not stated.
Q,Not stated.
N,Not stated.
N,Not stated.
Q,Not stated.
Q,Not stated.
Q,Not stated.
Q,Not stated.
Q,Not used
Q,Not used
Q,Nothing is mentioned about blinding of outcome assessment
Q,Nothing is mentioned about blinding of outcome assessment
Q,NR
Q,NR
,NR.
Q,Nuclear medicine specialist (outcome assessor) evaluating lacrimal scintigraphy images was masked to treatment assignment (but not an outcome of this review) Unclear whether other outcome assessors maske
P,"Numbered, identical-looking syringes"
P,Nurses recording pain scores blinded. Sham FNB/local infiltration analgesia used
P,"Nurses recording the number of episodes of emesis were blinded to the treatment, main investigators were also blinded to which participants were in which group."
P,"Nurses who collected data on complementary food intakes and anthropometric outcomes were not blinded to participant group status, but all mass spectrometric analyses and isotopic modelling were blinded."
N,Nutrition knowledge & food frequency There is no mention that participants were blinded to group allocation and therefore the risk of detection bias is high
P,Objective assessment (weight) of fruit and vegetable consumption therefore low risk
P,Objective outcomes such as death are unlikely to have been much affected by lack of blinding.
P,Objective outcomes such as laboratory measures or death are unlikely to have been much affected by lack of blinding.
P,Objective outcomes such as laboratory measures or death are unlikely to have been much affected by lack of blinding.
P,Objective outcomes such as laboratory measures or death are unlikely to have been much affected by problems of blinding.
P,"Objective outcomes, not clear who searched through Medicaid data and if they were blinded or not, however objective outcome"
P,Observer was blinded (reported in discussion) and participants were unaware hand hygiene was being observed
P,Observers were blinded
P,Observers were blinded
P,Observers were masked
P,Observers were masked
N,Observers were members of the study team and not blinded
N,Only 1 outcome (namely “remission”) was assessed by “a blinded observer”
N,Only 129 out of 199 eligible patients could be retrieved and enrolled.
Q,Only doctors who retrieved oocytes and embryologists were blinded to treatment groups.
P,Only outcome assessors
P,Only outcome evaluators
N,Only participants who had received 4 previous doses of DTwP were blinded to which vaccine they received for the fiQh dose
N,Open design
Q,Open label trial and some of the outcomes were self-assessed; but unclear whether outcome assessors were blinded or not
N,Open label.
N,Open study
N,open study
N,"Open study ""open and multicenter."""
N,"Open study, no description of observer blinding"
N,"Open study, though the observers were blinded"
N,Open study.
N,Open study.
N,"Open study. ""open tria"
N,Open trial
N,Open trial.
N,Open trial.
N,Open trial.
N,Open trial.
N,Open-label
Q,Open-label RCT but non-blinding of outcome assessors may not have affected some of the outcome measures as they were objectively assessed.
N,Open-label study
N,Open-label study
N,Open-label study
N,Open-label study
N,Open-label study
N,Open-label study
N,Open-label study
N,Open-label study
N,Open-label study
N,Open-label study
N,Open-label study
N,Open-label study
N,Open-label study
N,Open-label study
N,Open-label study
Q,Open-label study
N,Open-label study
N,Open-label study
N,Open-label study
N,Open-label study
N,Open-label study
N,Open-label study
N,Open-label study
N,Open-label study
N,Open-label study
N,Open-label study with assessment by blinded clinical raters
N,Open-label study with blind midpoint and end point assessments.
N,"Open-label study with blinded outcome assessment. Quote: ""An independent committee, whose members were unaware of study group assignment, adjudicated the qualifying diagnosis, the anatomical extent of the initial superficial-vein thrombosis, and all suspected outcomes."""
N,Open-label study.
N,Open-label study.
N,Open-label study. No evidence for any rater blinding- follow-up methods differed between treatment groups (phone calls for quetiapine group and in person with depot risperidone).
N,Open-label study. No evidence of rater blinding.
N,Open-label tria
N,Open-label trial
N,Open-label trial
N,Open-label trial
N,Open-label trial
N,Open-label trial
N,Open-label trial
N,Open-label trial
N,Open-label trial
N,Open-label trial
N,Open-label trial
N,Open-label trial
N,Open-label trial
N,Open-label trial
N,Open-label trial
N,Open-label trial
N,Open-label trial
N,Open-label trial
N,Open-label trial
N,Open-label trial
N,Open-label trial
N,Open-label trial
N,Open-label trial
Q,Open-label trial (?)
Q,Open-label trial (?)
Q,Open-label trial (?)
Q,Open-label trial (?)
P,"Open-label trial Comment: probably not blinded; knowledge of the assigned intervention may not have impacted the assessment of the physiological outcomes (mortality, DVT, PE, bleeding, etc.)."
P,"Open-label, but primary endpoint also assessed by blinded wound experts,"
N,"Open-label, participants and study drug administrators were not blinded, but with blinded raters."
N,"Open-label. Rater blinding: ""all efficacy assessments were administered and evaluated by independent, blinded and trained raters at each site."""
N,"Open, phase 3 RCT"
P,Operators were blinded to group.
P,Outcome assessment by patients
Q,"Outcome assessment for HRSD was blinded. For BDI, blinded outcome assessment was not possible. Quote: ""The researcher who administered the BDI had no access to medical charts and the psychologist did not know which participants were in the experimental and control group."" Quote: ""Dependent variables used in this study were: (1) self-rated depression scores on the BDI, and (2) psychologist-rated depression scores on the HRSD."""
N,Outcome assessment not blinded
N,Outcome assessment of behaviours was done by the participants themselves and thereby introduced a possible bias
P,Outcome assessment was carried out in a lab.
N,Outcome assessment was not blinded.
P,Outcome assessments performed by investigators not involved in the treatment administration and not informed of treatment status
Q,"Outcome assessments were performed by research assistants masked to treatment allocation' (p.496). However, some outcomes, including the primary outcome, were based on self-reported by participants who were not blinded to group allocation"
P,Outcome assessor blinded
P,Outcome assessor blinded.
Q,Outcome assessor blinded. Blinding of participant and care provider not described.
Q,Outcome assessor blinded. Blinding of participant and care provider not described.
P,"Outcome assessor blinded. Quote: “The first author, who was the rater remained blind throughout the study.”"
Q,Outcome assessor blinded. Study authors did not indicate if participant and care provider were blinded.
Q,Outcome assessor blinded. Study authors did not indicate if participant and care provider were blinded.
P,outcome assessor had no familiarity with the patients or the programme and was blind as to the patients group status
P,outcome assessor not aware
Q,Outcome assessor not involved in surgery. Group with catheter would have been obvious
Q,Outcome assessor unaware of participant allocation. However it may be obvious that the FNB group has a catheter and the other group does not
P,Outcome assessor was also blinded to treatment allocation
P,Outcome assessor was blinded
P,Outcome assessor was blinded
P,Outcome assessor was blinded
P,Outcome assessor was blinded (communication with author).
P,Outcome assessor was blinded to treatment conditions
N,Outcome assessor was blinded. Participant and care provider were not blinded.
N,Outcome assessor was blinded. Participant and care provider were not blinded.
Q,Outcome assessors and statistician blinded; not possible to blind professionals and participants due to nature of intervention
P,Outcome assessors blind (from correspondence)
P,Outcome assessors blind (source: correspondence).
P,Outcome assessors blinded
P,Outcome assessors blinded
P,Outcome assessors blinded
P,Outcome assessors blinded (pg 1353).
P,Outcome assessors blinded (source: correspondence).
P,Outcome assessors blinded (source: correspondence).
P,Outcome assessors blinded (source: correspondence).
P,Outcome assessors blinded to group assignment.
P,Outcome assessors blinded to the intervention groups
P,Outcome assessors blinded to treatment group.
P,"Outcome assessors masked to treatment assignment. ""Subsequent patient evaluations were performed by one of the initial evaluators who were kept uninformed of the patient's treatment status"" (p 11)."
P,Outcome assessors measuring tear parameters were masked
N,Outcome assessors not blinded to group allocation
N,Outcome assessors unblinded
P,Outcome assessors were 'blinded to the group assignment'.
P,Outcome assessors were blinded
P,Outcome assessors were blinded
P,Outcome assessors were blinded
P,Outcome assessors were blinded
P,Outcome assessors were blinded
P,Outcome assessors were blinded
P,Outcome assessors were blinded
P,Outcome assessors were blinded
Q,Outcome assessors were blinded to group allocation (author communication). Most outcome measures were however based on self-report by participants who were not blinded to group allocation
P,Outcome assessors were blinded to group allocation for surgical intervention and behavioural treatment. Patient-completed questionnaires were utilised.
Q,Outcome assessors were blinded to group allocation. Some outcome measures were however based on self-report by participants who were not blinded to group allocation
P,Outcome assessors were blinded to intervention or control.
P,Outcome assessors were blinded to treatment allocation
P,Outcome assessors were blinded to treatment allocation
P,Outcome assessors were blinded.
P,Outcome assessors were blinded.
P,"Outcome assessors were masked. ""Because the patients did not know that the puncta of only one eye received the implants and the investigator making the measurements did not know which eye of the patient received the implant, the study was double masked"" (p 239)."
N,Outcome assessors were not blinded
N,"Outcome data were collected by an RA, who was initially blind to group allocation; however, participants commonly would reveal their group allocation during the data collection process."
P,Outcome data were collected by research assistants blinded to group allocation
N,Outcome data were gathered by researchers who were not involved in setting goals or providing therapy to the participants in the study. It was reported by the authors that 'I believe [outcome assessors] were blinded on the standardized measures but probably saw the differences in how both groups set their goals for the subjective follow up questions' (author communication). Many outcomes were based on self-report of participants not blinded to group allocation
P,Outcome examiner physiotherapist was blinded to group allocation.
N,"Outcome group primary outcomes – preference and intake “Spinach intake was measured by weighing the bowls before and after lunch (leftovers) on a digital scale with a precision of 0.1 g (model S-4001; Denver Instruments, and model Kern-572; Kern & Sohn).” It is unclear whether the researchers were blind to group allocation, how the outcome assessment procedure is unlikely to have been impacted. Outcome group: secondary outcomes – intake and liking “Parents weighed the child’s vegetable portion before and after the meal to determine vegetable intake.”“After the main meal, parents completed a food diary, in which information was collected; for example, on deviations from the described procedures, dinnertime, consumption of other meal components, the child’s health status, and the child’s liking of the vegetables (parent’s perception and rated on a 9point scale (where 1= extremely disgusting and 9= extremely delicious).” All outcome data was collected by the parents themselves – self-report"
Q,Outcome group: All/ Children’s vegetable and granola bar intake Families and researchers were not blinded to condition and it is unclear if this had an impact on the weighing of food. The extent to which parents were compliant with instructions to return all leftovers is unknown
P,Outcome measurement was done by researchers who were blind to patient’s study group (p. 429)
P,Outcome measures are objective; therefore risk of detection bias was low.
P,"Outcomes adjudicated by a blinded, independent committee"
P,Outcomes assessed by a death review committee and a study pathologist who were unaware of study allocation
P,"Outcomes assessed by blinded, central adjudication committee"
Q,"Outcomes expressed in behaviour diary (potential for recall bias) and visual analogue scale (potential for parental observer bias), but no evidence of bias identified"
P,Outcomes interpreted by ablinded adjudication committee
N,Outcomes unblinded by assessors
N,Outcomes unblinded by assessors
N,Outcomes unblinded by assessors
N,Outcomes unblinded by assessors
N,Outcomes unblinded by assessors
N,Outcomes unblinded by assessors
N,Outcomes unblinded by assessors
N,Outcomes unblinded by assessors
P,Outcomes were assessed blindly
Q,Outcomes were assessed blindly but local observers were used
Q,Outcomes were assessed by a teacher or instructional associate assigned to the participant No details given on blinding of assessors
P,Outcomes were determined blind
N,Outcomes were not assessed blindly
N,Outcomes were not assessed blindly
N,Outcomes were not assessed blindly (reported in discussion)
P,Outcomes were obtained from or confirmed by public registries. A second analysis as CRCas an underlying cause of death was obtained after blinded verification of death certificates by an independent expert coder who had access to clinical information when available
P,Outcomes were obtained from public registries
P,Outcomes were obtained from public registries by a person not involved in the trial
P,"Outcomes were subjective (UTI, day of mobilisation, length of stay)."
P,"Outcomesassessedbyacentral,blindedadjudication committee"
P,"Outcomesassessedbyacentral,blindedadjudication committee"
P,"Overall survival reported, which was considered an objective outcome unlikely to be influenced by absence of blinding."
Q,"Parent-report based measures were used However, measures contain internal safe-guards to address bias as evidenced by high correlations with non-parent rated measures or high test-retest correlations"
Q,Parents and nurses collecting efficacy and adverse event data were blinded but blinding details not stated
N,"Parents unblinded to intervention in part 1, with parental assessment a key outcome measure"
N,Parents were not blinded which may have affected how they responded to the survey. Parent self-reported survey on fruit and vegetable consumption and therefore at high risk of detection bias.
P,"Participant and doctor blinded, but there was no description of outcome assessor blinding."
P,"Participant and doctor blinded, but there was no description of outcome assessor blinding."
P,Participant blinded
P,Participant blinded. 'Treatment was administered by a single clinician blinded ... to ... treatment'
Q,Participant completed questionnaires
N,"Participant not blinded, patient reported outcomes"
N,"Participant not blinded, patient reported outcomes"
N,"Participant was not blinded, patient reported outcomes"
N,"Participant was not blinded, patient reported outcomes"
P,Participant-completed questionnaires
P,Participant-completed questionnaires
P,"Participant-completed questionnaires, data entry blinded to randomisation"
P,Participant-reported outcomes - a double-blind trial
N,Participants and clinicians were not blinded; it is unclear if the trained interviewers were blinded. The subjective nature of the outcomes measured (by self-reported questionnaire) means this may have introduced bias
N,Participants and clinicians were not blinded; it is unclear if the trained interviewers were blinded. The subjective nature of the outcomes measured (by self-reported questionnaire) means this may have introduced bias.
N,Participants and study staG were not blind to the intervention allocation
N,Participants and study staG were not blinded to allocation.
N,Participants and study staG were not blinded to the intervention
N,Participants and study staG were not blinded to the intervention
N,Participants and therapists not blinded: assessor blinding unclear
N,Participants and therapists were not blinded because of 2 different therapiesappliedComments: not reported if the others involved in the research were blinded
P,Participants blinded and described as single-blind study. Tablets placed in sealed containers before dispatch by an independent pharmacist.
P,"Participants blinded and doctor blinded, outcome assessor/pathologist unclear, review/coding of medical records unblinded"
P,Participants blinded throughout the 2-year follow-up (unpublished information)
P,Participants blindfolded; independent observer not involved in the treatment
Q,Participants completed follow-up documents online; unclear whether data assessors could see group allocation
P,Participants completed self-assessments but were blinded to intervention
Q,Participants did not know treatment type they were receiving. The outcome of treatment was not determined blind
Q,Participants in groups A and B were not blinded to the allocation; participants in group C were unaware of study participation. It is not reported whether study staG were blinded to the interventions.
N,"Participants not blinded, participant-reported outcomes"
Q,Participants not blinded. No report of blinding observer
P,"Participants were assessed by ""a physical therapist blind to the experiment"" (p208)"
N,Participants were aware of allocation
N,Participants were aware of treatment allocation.
N,Participants were aware of treatment allocation.
N,Participants were aware of treatment allocation.
N,Participants were aware of treatment allocation.
N,Participants were aware of treatment allocation.
Q,Participants were aware of treatment allocation. No subjective outcome measures used.
P,Participants were blinded to group allocation throughout the trial. The protocol indicates that assessors of the main outcome measures were blinded to participant group allocation
P,"Participants were blinded to group allocation, as were the monitoring and research staA"
Q,Participants were not blinded to intervention; it was not reported if study or medical staG were blinded to the intervention
P,Participants were not blinded to the intervention; data collectors were blinded.
N,Participants were not blinded to the intervention. Blinding of study staG and physicians was not reported.
Q,Participants were not blinded to the intervention. It was not reported if study or medical staG were blinded to the intervention
Q,Participants were not blinded to the intervention. It was not reported if study or medical staG were blinded to the intervention.
N,"Participants were not blinded, patient reported outcomes"
N,"Participants were not blinded, patient reported outcomes"
P,Participants were not blinded; clinic staG were unaware of treatment allocation.
N,"Participants were not blinded. Unclear whether research personnel were blinded. Outcomes were reported by participants, thus the fact that they were not blinded may influence outcomes."
P,"Participants, investigators and assessors blinded"
P,"Participants, investigators and assessors were all blinded"
P,"Patient and care provider were blinded, but unsure regarding outcome assessor."
P,"Patient and care provider were blinded, but unsure regarding outcome assessor."
N,Patient reported
N,Patient reported
N,Patient reported
N,Patient reported
N,Patient reported
N,Patient reported
N,Patient reported outcomes
P,Patient-reported outcomes
Q,"Patient-reported outcomes, therefore blinding of participants likely to ensure outcomes not affected. Unclear if statistician or analysts blinded, researcher teaching acupressure not blind to allocation, but this is unlikely to affect outcome"
P,Patient-reported scores
P,Patient-reported scores
Q,"Patients and surgeons were not blinded, but validated questionnaires were utilised to assess subjective outcomes."
P,Patients assessed initially by one health promotion advocate were re-interviewed by another at 3 month follow-up (p. 365)
Q,"Patients were not blinded to the intervention, which might influence the secondary outcome"
N,Performed by physician on duty
P,"Personal communication with first author: 16 August 2013: ""The researcher was blinded as to which subjects were in each group (she had little contact with any subjects – only brief contact with a few who called with a question when the research assistant was away)"". Allaire 2005: ""A professional data collector hired for the study collected the data by telephone."" Overall the assessment of job loss was assessed by patients self report and judged low risk of bias."
Q,pH data interpreted by blinded observer
P,"Pharmacist, ward physicians, ward nurses and patients were ignorant of what drugs were being administered. Drugs in identical appearing capsules. It was never necessary to break the code"
Q,"physician was blinded to treatment allocation, but the blinding was broken by patients in about 10% of cases. Unsure regarding RTW outcomes"
Q,Physicians aware of allocation
N,"Physicians in the Department of Family Practice were aware that a study was in progress and that some of their patients might receive postcards about influenza immunisation. Vaccine was offered to all eligible participants on a walk-in basis. Participants who presented for immunisation read and signed an informed consent document. It is not stated if the physicians were those who performed the vaccinations. However, participants might have told their vaccinator whether or not they had received a postcard."
Q,"Placebo ""matched for shape, size, colour and taste"""
Q,"Placebo ""matched for shape, size, colour and taste"""
Q,"Placebo tablets and injections used to blind participants. ""Double blind"" stated but it is not clearly expressed who exactly was blinded, cannot be sure if rater blinded."
P,Placebo was sterile saline for injection. Probably adequate
P,"Postal questionnaires and ""analyst blind to practice allocation to trial arms"""
P,Postnatal midwives (personnel) were blinded
P,Postoperative radiographs were assessed by independent trained observers
P,Prepared by person uninvolved in study.
Q,"Primary outcome was blinded. For patient-reported secondary outcomes, blinding of outcome assessment was not possible. Quote: “One well-trained psychiatric nurse who evaluated patients’ outcomes, including MADRS rating, was blinded to assigned interventions. The primary outcome was the change from baseline in MADRS Thai depression total score.”"
Q,Probably double-blinded but no additional details reported on outcome assessor
Q,"Probably double-blinded, but no details reported on outcome assessor; reported that ""antibiotic...labeled only with patient's name""; unclear whether this will affect blinding"
N,"Procedure not described, assumed to be open."
N,Project nurse and paediatrician collected information on control and experimental series.
N,"Publised paper states that paediatricians at the child welfare clinics who did the follow-up ""were unaware of the feeding regimen"". As part of the study assessment included taking a full feeding history from birth they may have been told by the parents if the child had received the intervention formula."
P,Questionnaires processed by RA blinded to allocation
P,"Quotation: “All patients were evaluated by the same investigator, who had no information about the medicine codes. The blinding was maintained throughout the trial” Comment: blinded outcome assessment; patient-reported outcomes only"
N,"Quotation: “All the patients evaluated their burning mouth intensity with the same dentist” Comment: the study was unblinded to the participants.There was no mention of blinding - given that both arms employed completely different treatment modalities, it is unlikely that it would be possible to blind the participants or investigators"
P,"Quotation: “double-blind clinical trial” Comment: no further information, although placebo administered as for intervention"
P,"Quotation: “double-blind, placebo-controlled study” Comment: patient-reported outcomes only"
P,Quotation: “Each patient was examined by the same examiner (blind to treatment)” Comment: satisfactory - patient-reported outcomes only
P,"Quotation: “The patients were clinically assessed every 15 days, and symptomatology was recorded”...“neither the patient nor doctor could distinguish the substance used” Comment: blinded outcome assessment, although how reported outcomes were recorded (i.e. self-reported by patient or by clinician) is unclear"
P,"Quotation: “the present randomized, blind, placebo-controlled study” Comment: not reported who was blinded, however only patient-reported outcomes assessed"
Q,Quotation: “This study was a doubleblind” Comment: nothing further stated about the blinding procedure; patient-reported outcomes only
Q,"Quotation: “When the study was complete, unblinding was carried out by an independent individual” Comment: according to above comment, the investigators were still blinded at the session 5 assessment point. Again there was uncertainty about when exactly study completion occurred"
P,"Quotations: “double blind study”; “Each patient was given a sealed envelope containing 32 tablets of 0.5 mg of clonazepam”; “Group B: 33 patients, placebo group. They were given 32 lactose tablets, of the same shape and size as those given to Group A” Comment: blinded outcome assessment; patient-reported outcomes only"
P,"Quotations: “double blind”; “as placebo, cellulose tablets of the same appearance shape, texture and colour as the treatment” Comment: satisfactory; patient-reported outcomes only"
P,Quotations: “Experimentors were blinded to patient allocation”; “All the tablets looked identical” Comment: patient-reported outcomes only
P,"Quotations: “In all cases, data were collected by a single researcher blind to the group to which each patient belonged”; “Data were analysed by a third party blinded to the allocation results” Comment: probably achieved"
P,"Quotations: “placebo-controlled doubleblind crossover trial”; “Patients started with 200 mg of ALA or placebo (cellulose starch 100 mg), administered in identical capsules three times daily for 30 days” Comment: blinding of key study personnel ensured, and unlikely that the blinding could have been broken"
N,"Quote ""A research assistant was used for all postpartum data collection byphone. Although she did have access to the information regarding the sub-jects’ group assignment, she did not refer to this information when doing thephone interviews, in effect blinding her to their status. In this way, there wasgreater objectivity both by the interviewer and the interviewee."""
P,"Quote ""Neither study staff nor examiners or participants were aware of the treatment allocation, although all knew that participants would be randomly assigned to receive either vitamin E or placebo."" ""At the end of the study we reassessed the initial and final photographs for any change with a “side by side” comparison in a masked and randomised fashion""."
P,"Quote ""Random misclassification was reduced by the use of medical records to confirm the participant reports. Non-random misclassification was unlikely since medical records were reviewed by an investigator (WGC) masked to treatment assignment, and study participants and treating ophthalmologists and optometrists were similarly unaware of treatment assignment."""
P,"Quote ""Study medications and end-point ascertainment were continued in a blinded fashion through the scheduled end of the trial (March 31, 2004)."" ""Pill taking and end point ascertainment were continued in blinded fashion through the scheduled end of the trial on March 31, 2004. Morbidity and mortality follow-up were 97.2% and 99.4% complete, respectively."""
P,"Quote ""The PHS I was a randomised, double-masked, placebo controlled trial..."" Judgement Comment: Although this aspect of the trial was not well described, the placebo control was described and the study was described as double-blind. Diagnosis of AMD by self-report based on health questionnaire (confirmed by ophthalmologist or optometrist). Patients and researchers unaware of intervention."
P,"Quote ""The retinal specialist [...] examined six photographs (three per eye) of each participant without knowledge of the subject's treatment group"""
P,"Quote “Preoperative and postoperative LPT and TS were measured by an experienced radiologist who, to avoid any potential bias, was blinded to the surgical technique”"
N,"Quote (from correspondence): ""The investigators performing the post exercisetest were aware which group the subject was in"""
P,"Quote (from report): ""...the investigators conducting exercise testing and inter-preting the exercise data did so without knowing to which group the patientswere assigned"""
P,"Quote (from report): ""All measurements were performed by one independentinvestigator (A. van't Hul), who was not involved in the training and who waskept blinded to randomisation outcome"""
N,"Quote (from report): ""Patients and investigators were unblinded during thestudy."""
P,"Quote (from the author): ""Patients were blinded to the group assignment. We also did not include any patients who had previous acupuncture so they would not know if it was actual or sham acupuncture. We did not blind the investigators"""
P,"Quote (from the report): ""To minimize the potential confounding effect of the acupuncturist’s awareness of which treatment participants were receiving, acupuncturists were trained to maintain a standardized interaction with all participants. All sessions were audio-taped, of which five percent were randomly selected and reviewed for adherence to the standardized protocol by an independent rater who remained blind to the type of treatment received"" Quote (from the author): ""Placebo treatment included none acupuncture points but to the inexperienced patient these are very similar (proximal) to actual points and similar in number to the treatment group. The acupuncturists were instructed on how to verbally conduct the session, to avoid any conversation other than the pre determined protocol. This included length of the session and wording. Investigators were not aware of the allocation of the patients to treatment or placebo group during the study when meeting with the patients in the first session as well as when reviewing hot flash log data"""
,"Quote (page 120): ""Allocated (...) blindly"", ""to preserve blindness it was arranged for the clinical chemistry department to send false results in the case of patients on placebo lithium."""
,"Quote (page 1315): ""Double blind"", ""blind psychiatric and nursing ratings."""
,"Quote (page 150): ""Single-blind."""
,"Quote (page 162): ""Double blind."""
,"Quote (page 184): ""Identically appearing capsules"", ""only the treating psychiatrist knew the identity of the patient's study medication. Other treatment personnel [were] the clinical raters [who] operated under double blind conditions."""
,"Quote (page 193): ""Double blind."" Quote (page 194): ""Identical capsules were used."""
,"Quote (page 220): ""Double blind."" Comment: Clinicians and raters were blind. Quote (page 221): ""Placebo capsules with appearance identical to that of the lithium capsules."""
,"Quote (page 267): ""Controlled double blind study."" Quote (page 268): ""The raters were blind throughout"", ""identical capsules."""
,"Quote (page 29): ""Double blind."" Quote (page 35): ""LI or placebo administration was (...) unknown to the treating clinicians."""
,"Quote (page 317): ""Double blind."""
,"Quote (page 327): ""Double blind."""
,"Quote (page 329): ""The blood was submitted for serum lithium level determination to the control psychiatrist, who was physically removed from the study location and had no contact with the patients or nursing staI."""
,"Quote (page 359): ""Double blind."" Comment: Clinicians and raters were blind. Quote (page 360): ""Identical appearing placebo capsules."""
,"Quote (page 368): ""Double blind"", ""a non-blinded physician assessed side effects and monitored lithium levels"", ""baseline assessment and weekly assessments of symptoms were performed by blinded psychiatrist and study nurse."""
,"Quote (page 435): ""Identical pink capsules"", ""a third psychiatrist, uninvolved in patient rating, assigned and regulated treatment, he was also charged with patient care."""
,"Quote (page 446): ""Double blind."""
,"Quote (page 70): ""Raters were not [informed about the identity of the drug]."""
N,Quote from publication: “allocation to treatments was not concealed and patients knew which procedure they were to undergo”
Q,"Quote from publication: “Blinding as to the type of procedure involved the patient and the medical staff and the independent data collector” (Kehagias 2011, p. 1651). Comment: no details were given about the blinding method or whether it may have been broken"
Q,"Quote from publication: “The study was double-blinded” (Lee 2011, p. 144) Comment: states double blinded, but no other details provided , so unclear if outcome assessors were blinded"
Q,"Quote from publication: ”Randomization assignment was unblinded“ Quote from publication: “Investigators, data collectors, and outcome adjudicators were blinded to aggregate outcomes until the final patient completed the 12-month follow-up” Comment: not clear what “blinded to aggregate outcomes” means; unclear if blinded to allocation group"
,"Quote from report: ""Interviewers were blinded to interviewees' intervention 
status"" 
Comment: Outcome assessor were blinded to allocation"
,"Quote from report: ""The baseline assessments were conducted in the villages, with the randomisation of village groups to intervention or control or 
control status done afterwards to ensure that interviewers were not aware of 
participant trial status at baseline. In an effort to keep interviewers unaware 
of the participants’ intervention status, the post-intervention and 6-month follow-up assessments were conducted at a centrally located community centre. At these assessments, trial participants were transferred from their villages 
and were asked not to divulge either their village of origin or their treatment 
assignment status. To reduce measurement error that might have arisen from 
different interviewing styles, study participants were interviewed by the same 
interviewer at each stage of the study"" 
Comment: The period from recruitment to first assessment was 18 weeks and 
to second assessment was a further 6 months. There is a possibility that the 
recruiter (who did not administer the intervention) may have guessed allocation for the first assessment in a few instances but this unlikely to have altered 
results significantly given the magnitude of the differences in results between 
groups"
P,"Quote from the publication: ""All investigators and staff conducting the study remained blinded throughout the treatment period."" Comment: the trial was described as blinded, the parties that were blinded, and the method of blinding was described, so that knowledge of allocation was adequately prevented during the trial."
P,"Quote from the publication: ""All outcome measures were performed by researchers who were masked to treatment allocation.""Comment: the outcome assessors were masked to treatment allocation."
P,"Quote from the publication: ""All outcomes were reported or verified by people who were masked to the allocation scheme. Tablets varied in size and taste, and so each had matching placebos. Calcium and calcium and vitamin D tablets were large, and those for vitamin D were small. Placebos matched in size were provided for each of these three types of tablets."" Comment: the trial was described as blinded, the parties that were blinded, and the method of blinding was described, so that knowledge of allocation was adequately prevented during the trial"
P,"Quote from the publication: ""Blinding of the study was achieved by bottle labeling"" Comment: the trial was described as blinded, the parties that were blinded, and the method of blinding was described, so that knowledge of allocation was adequately prevented during the trial."
P,"Quote from the publication: ""Both participants and study investigators were blinded to intervention groupings throughout the study."" Comment: the outcome assessors were masked to treatment allocation.."
P,"Quote from the publication: ""Investigators, participants, and other study personnel were blinded to treatment assignment for the duration of the study.""Comment: the assessment of outcomes was not likely to be influenced by lack of blinding"
P,"Quote from the publication: ""No person involved, i.e., subjects, investigators, or physicians who treated the subjects, had access to the randomization procedure."" Comment: the outcome measurement is not likely to be influenced by lack of blinding."
P,"Quote from the publication: ""Participants and investigators were blinded to the treatment until the study ended, when Ipswich Pharmacy revealed the coding."" Comment: the trial was described as blinded, the parties that were blinded, and the method of blinding was described, so that knowledge of allocation was adequately prevented during the trial."
P,"Quote from the publication: ""The participants and study staff were blinded to intervention group.""Comment: the assessment of outcomes was not likely to be influenced by lack of blinding."
P,"Quote from the publication: ""The personnel involved were unaware of the group allocations."" Comment: the trial was described as blinded, the parties that were blinded, and the method of blinding was described, so that knowledge of allocation was adequately prevented during the trial."
