class,text
,Loss to follow-up: 24% (12/51); analysis for weight included 39 women at 6 months (23 NET; 16 LNG) 5 did not return for follow-up and were excluded (groups not specified); 9 withdrew after 3 months (1 NET; 8 LNG)
,Loss to follow-up: 39% DMPA 150 mg and 23% DMPA 450 mg; differential losses between groups Withdrawals from study: 21 for DMPA 150 mg and 17 for DMPA 450 mg
,"Loss to follow-up: at 12 months, 16.5% intervention and 11.2% comparison"
,Loss to follow-up: chart review of those with 3 years continuous use; does not account for discontinuation and loss
,"Loss to follow-up: contraceptive use data, none; pregnancy data, HIV+ 6% (19/330) and HIV- 8% (13/172)"
,"Loss to follow-up: for 1 year, only complete records included in retrospective review; does not account for discontinuation and loss; at 2 years, no weight data for 70% of interval group and 49% of postpartum group"
,Loss to follow-up: intervention group 4.6% (3/65); control 3% (1/33)
,"Loss to follow-up: investigators selected charts with ≥ 1 year of data, so no loss by 1 year; by 3 years, overall loss by 3 years of 54% (Norplant 31%; COC 95%; IUC 56%)"
,"Loss to follow-up: n = 6 - three participants went AWOL with no final measurements made; n = 1 trifluoperazine-treated participant was dropped after 12 days because the lymphadenopathy and lymphocytosis noted at baseline had not resolved; another trifluoperazine-treated participant was terminated after three weeks because of a severe drug reaction characterised by tremor and an elevated temperature; one loxapine-treated participant was terminated after 10 days when family withdrew consent without reason (p288). ITT used for some outcomes. Quote, “five additional subjects were admitted to the study but were dropped before adequate measures could be obtained” (p288)."
,Loss to follow-up: no discontinuation at 12 months
,"Loss to follow-up: only those excluded (1 Norplant group, lost baby and wanted to get pregnant; 2 pregnancies in group with barrier, 'local', or no contraceptive)"
,Loss to follow-up: outcome data from records of clinic encounters at end line that had contraceptive information; cluster size larger and number of encounters greater at end line vs baseline
,Loss to follow-up: reportedly 10.7% DMPA; 8.9% NET-EN 60 days; 9.8% NET-EN 84 days Life-table rates for total discontinuation: 71% to 74%
,Loss to follow-up: reportedly 19% for DMPA and 13.3% for NET-EN One-year method continuation rates: 68.8% DMPA and 57.1% NET-EN Finished study: 54% DMPA and 47% NET-EN
,Loss to follow-up: retrospective review of charts with relevant data; does not account for discontinuation and loss
,"Loss to follow-up: retrospective review of charts with relevant data; does not account for discontinuation and loss. Overall loss: at 1 year 12% (DMPA 5%, LNG-IUC 14%, Cu IUC 17%); at 4 years 19% (DMPA 24%, LNG-IUC 20%, Cu IUC 14%); at 10 years 84% (DMPA 82%, LNGIUC 90%, Cu IUC 79%)"
,Loss to follow-up: retrospective study of women who used method for 10 years and regularly attended clinic; may have recruited women with relevant data in charts Exclusions: developed chronic disease or disorder during method use; may have biased results because weight gain is associated with development of some diseases and disorders
,"Loss to follow-up: selected women who completed 11 months of use; 35% of women screened met eligibility criteria (749/2145), of which 57% enrolled (427/749)"
,"Loss to follow-up: unknown; analysis table does not specify N To remain in study, participants had to adhere to DMPA by appointment. No information on controls."
,"Loss to follow-up: year 3, 2.7% each group; year 5, 7.2% LNG rod and 10.2% Norplant Discontinuation: end of year 3, LNG rod 31.6% (190/600) and Norplant 31.2% (187/598); end of year 5, LNG rod 54.7% (328/600) and Norplant 60% (359/598) 2 sets of Norplant contaminated and not used (1198/2000 analyzed)"
,Loss to follow-up/conversions reported (< 5%)
,Loss-to follow-up reported as 10% overall and not by study arm
,Losses 11/109 ( 10%). ITT analysis
,Losses 23/145 (16%) ITT analysis
,Losses 25/221 (11.3%). No ITT analysis
,Losses 34/277 (11%) 21% of the placebo group dropped out to move to openlabel medication (for this reason) vs 8% in the 0.025 mg/d or 3% 0.050 mg/d transdermal beta-estradiol groups. ITT analysis
,Losses 47/321 (14.6%) No ITT analysis
,Losses 53/333 (16%)
,Losses 74/351 (21.1%). ITT analysis
,Losses due to transportation and personal issues; none due to exacerbation of symptoms
,Losses to follow up and withdrawals totalled 1%
,Losses to follow up and withdrawals totalled 21%
,Losses to follow up and withdrawals totalled 22%
,Losses to follow up and withdrawals totalled 28%
,Losses to follow up and withdrawals totalled 3%
,Losses to follow up and withdrawals totalled 37% (102/302)
,Losses to follow up and withdrawals totalled 5%
,Losses to follow up and withdrawals totalled 9%
,"Losses to follow-up detailed, 6 withdrawals during treatment period, 7 lost to follow-up (11%)"
,"Losses to follow-up were disclosed as follows: of 131 eligible infants, 24 were excluded for having major congenital anomalies, gastrointestinal system anomalies, asphyxia, or sepsis, and parents of 19 infants refused to participate or were transferred to other wards. Of 88 infants randomised, 13 (9 in the prebiotic group and 4 in the control group) were transferred to other departments. The 13 excluded after randomisation appear to be attributable to reasonable attrition. However, the reasons for transfer, which could be related to outcomes assessed, were not stated. It also was not clear whether study authors compared baseline characteristics between participants included and excluded from the study. One loss to follow-up and 1 death occurred in each group, but these appear to be included in the analysis, although the 13 transferred to other departments were excluded, making it difficult to determine whether an intention-to-treat approach was used."
,Losses to follow-up: 2 (17%)
,Losses to follow-up: 50/191 study 1 (26% (30% losses in the intervention group and unbalanced with control groups.)) 64/390 study 2 (16%) No ITT analysis
,Losses: 14/165 (8%)
P,"Losses: 17/200 (8.5%), ITT analysis"
P,Losses: 18/173 (10%). ITT analysis: yes
P,Losses: 19/223 (8%)
P,Losses: 20/156 (13%). High rate of losses in the placebo group (33%) compared to the intervention group (9.6% and 4%). No ITT analysis
,"Losses: 27/484 (5.6%) 7% discontinued in the placebo group, 3% discontinued in the 0.87 g group, 7% discontinued in the 1.7 g group. ITT analysis"
,Losses: 28/128 = 22%. Intention-to-treat analysis: no
,Losses: 67/335 (20%). ITT analysis
P,Losses: 7/211 (3.3%)
P,Losses: HIV+ 74% (70/94); HIV- 65% (61/94) Addresses not located for 40%; about 25% with addresses did not attend 1year follow-up
Q,Lost 35% of study infants to follow-up. Reasons for 'default' were given and were plausible. Many moved out of the study area. It is unclear whether these reasons were the same for experimental and control groups
P,Low attrition
P,Low attrition (one participant only)
Q,"Low attrition (only one participant from intervention group), but no intent-totreat analysis"
Q,"Low attrition for neonatal mortality - the primary outcome. During outcome 
assessment period (January 2008 to March 2010), study authors registered 
a total of 77,587 pregnancies, for which outcomes were not known in 10,239 
(13.2%). Of these, 9954 women were still pregnant when recruitment of live 
births in the trial was stopped; few pregnant women (285) had leM the area or 
died. Study authors recorded 5147 (6.6%) miscarriages/abortions, 1499 (1.9%) 
stillbirths, and 60,702 (78.2%) live births in the study area. According to plan,follow-up ended 6 weeks after recruitment was completed. Consequently, although almost all recruited live born infants were followed for the newborn 
period (97.8%), only 75.4% were followed for 6 months and 52.6% until the 
end of infancy"
Q,Low drop-out rate Intention-to-treat analysis
Q,Low dropout in active and placebo groups
Q,"Low dropout in both groups, but higher in placebo (3.6% vs 9.3%). ITT analysis used."
Q,"Low dropout rate: ""The drop-out rate was 2.9%. Reasons for loss to follow-up were unrelated to side effects and all three participants withdrew within the first 2 weeks of the first study visit."" Unknown which treatment group these participants belonged to, but unlikely to have a large impact on study results."
P,"Low dropout with reasons given: 6/96 (6%) lost to follow-up in no energy label group; 4/97 (4%) lost to follow-up in energy label group; 9/110 (8%) lost to follow-up in energy + information group. Of 303 randomised participants, 295 (97%) were included in the analysis"
Q,Low loss to follow-up (4/678)
Q,Low rates of attrition unlikely to affect study results.
P,Low risk
P,Low risk
Q,Low risk
,Low risk 6 participants withdrawn (out of 127)
,"Low risk at 12 months with attrition <10%, high risk at 3 years with attrition 26%."
,"Macedo reports the same number of participants at baseline and 6 months, and reports no job loss during the 6 months follow-up."
P,"Materials and methods': ""In addition to the 140 catheters evaluated, 60 more catheters had been included but had to be excluded from analysis: in 5 cases, patients had died with the catheter in place, in 38 cases microbiological analysis of the catheter tip had not been performed and 17 catheters were lost durng follow-up (e.g. the patient was taken to a different clinic with the CVC in place).”In total, 200 catheters were recruited but only 140 were evaluated, which represented an overall dropout rate of 30%. It was unclear why trialists did not perform microbiological analyses in the 38 catheters as mentioned. However, the authors appeared to follow the intention-to-treat principle as they analysed the patients for whom the data was available in the originally assigned group."
P,Minimal (< 10%) discontinuations and balanced between groups with similar reasons given.
P,Minimal attrition
P,"Minimal drop-outs. 294/304 randomized women included in safety analysis, 272/304 (90%) in efficacy analysis"
P,Minimal loss to follow-up in experimental group and no loss to follow-up incontrol group
N,Minimal loss to follow-up. 8 women had major deviations from protocol and 17 women had minor deviations from protocol. Results were reported according to ITT
N,Missing data (missed opportunities) unlikely to be different in each arm. All units remained in study
N,Missing data (missed opportunities) unlikely to be very different in different arms
N,Missing data (missed opportunities) unlikely to be very different in different arms
N,Missing data (missed opportunities) unlikely to be very different in different arms
P,Missing data (missed opportunities) unlikely to be very different in different arms
Q,Missing data (missed opportunities) unlikely to be very different in different arms 1 withdrew early from the control group but this was unlikely to affect results
P,Missing data (missed opportunities) unlikely to be very different in different arms 10 intervention wards did not complete intervention; they did an ITT analysis so the loss to follow-up may have resulted in underestimation of effect but not bias
P,Missing data (missed opportunities) unlikely to be very different in different arms Difficult to compare loss to follow-up in both groups because of their different composition of types of units
Q,Missing data (missed opportunities) unlikely to be very different in different arms No loss to follow-up
Q,Missing data (missed opportunities) unlikely to be very different in different arms Similar loss to follow up in both groups
Q,Missing data (missed opportunities) unlikely to be very different in different arms Similar loss to follow-up in both groups
Q,Missing data (missed opportunities) unlikely to be very different in different arms Similar loss to follow-up in both groups
Q,Missing data (missed opportunities) unlikely to be very different in different arms Similar loss to follow-up in both groups
P,Missing data (missed opportunities) unlikely to be very different in different arms Similar loss to follow-up in both groups
Q,Missing data (missed opportunities) unlikely to be very different in different arms Slightly more non-participation in control group but this was unlikely to affect results
P,Missing data and no ITT analysis
Q,Missing data are not addressed.
P,"Missing data for hospital arm between 0 and 20 (maximum 40%) participants depending on outcome. Missing data for residential arm between 0 and 29 (42%) participants depending on outcome. 95% of patients located for follow-up interview, missing data not explained."
P,"Missing data have been imputed via appropriate methods. Quote: ""All analyses were intention-to-treat. For dichotomous outcomes, this meant that we assumed the negative outcome when the information was missing. For continuous outcomes, intention-to-treat meant that we retained data from all participants for whom the information was available. Full intention- to-treat including all randomised participants is not possible for continuous outcomes. Multiple imputations is not recommended when data are missing on dependent but not on independent variables, as it would only serve to increase standard errors. As a sensitivity analysis for the primary outcome, we assumed no change for those where the outcome was unobserved. Distributions of scores and change scores were examined graphically, and if unusual outliers were found they were excluded in a sensitivity analysis."""
Q,Missing data imputed using appropriate methods (ITT analysis conducted)
Q,Missing data imputed with baseline values
P,Missing data were considered
Q,"Missing data were described and ITT analysis applied. 232 participants were correctly enrolled, and 206 completed the final interview."
P,"Missing data were described and ITT analysis applied. 232 participants were correctly enrolled, and 206 completed the final interview."
P,"Missing data were described, and ITT analysis used. Out of 272 participants randomised to delayed antibiotics, 214 were included in the data analysis. Out of 262 participants randomised to immediate antibiotics, 214 were included in the data analysis. Out of 273 participants randomised to no antibiotics, 212 were included in the data analysis"
P,"Missing data were described, and ITT analysis used. Out of 272 participants randomised to delayed antibiotics, 214 were included in the data analysis. Out of 262 participants randomised to immediate antibiotics, 214 were included in the data analysis. Out of 273 participants randomised to no antibiotics, 212 were included in the data analysis."
Q,Missing data were handled using last observation carried forward.
Q,"Missing outcome data are not balanced across intervention groups (acupuncture plus UC, dropouts 7%; UC, dropouts 19%) and reasons for missing data differ Analyses were conducted with an ITT approach Missing data were replaced with the last observation value"
Q,Missing outcome data are unlikely to bias results - the routinely-collected sales data can be assumed to be close to complete
Q,Missing outcome data are unlikely to bias results - the routinely-collected sales data can be assumed to be close to complete
Q,Missing outcome data are unlikely to bias results - the routinely-collected sales data can be assumed to be close to complete
Q,"Missing outcome data balanced across both intervention arms (n = 17 both), which is only a 12% loss, however, reasons for this loss not accounted for in the article."
N,Missing outcome data balanced in numbers across groups
P,Missing outcome data balanced in numbers across groups
Q,Missing outcome data balanced in numbers across groups
Q,"Missing outcome data balanced in numbers across intervention groups, with similar reasons for missing data across groups Quote: ""Only one resident dropped out ... the corresponding subjects in the other two groups were therefore also discarded in the data analysis, leaving 19 subjects in each group for the purpose of data analysis."""
Q,Missing outcome data for 4 participants not accounted for in analysis
Q,"Missing outcome data not balanced in numbers across intervention groups, but similar reasons for missing data across groups"
Q,Missing outcome data not described.
Q,"Missing outcome data were balanced in numbers across intervention groups, with similar reasons for missing data across groups"
Q,"Missing outcome data were balanced in numbers across intervention groups, with similar reasons for missing data across groups"
Q,"Missing outcome data were balanced in numbers across intervention groups, with similar reasons for missing data across groups"
Q,"Missing outcome data were balanced in numbers across intervention groups, with similar reasons for missing data across groups"
Q,"Missing outcome data were balanced in numbers across intervention groups, with similar reasons for missing data across groups"
Q,"Missing outcome data were balanced in numbers across intervention groups, with similar reasons for missing data across groups"
Q,"Missing outcome data were balanced in numbers across intervention groups, with similar reasons for missing data across groups"
Q,"Missing outcome data were balanced in numbers across intervention groups, with similar reasons for missing data across groups"
Q,"Missing outcome data were balanced in numbers across intervention groups, with similar reasons for missing data across groups"
Q,"Missing outcome data were balanced in numbers across intervention groups, with similar reasons for missing data across groups"
Q,"Missing outcome data were balanced in numbers across intervention groups, with similar reasons for missing data across groups"
Q,"Missing outcome data were balanced in numbers across intervention groups, with similar reasons for missing data across groups"
Q,"Missing outcome data were balanced in numbers across intervention groups, with similar reasons for missing data across groups"
Q,"Missing outcome data were balanced in numbers across intervention groups, with similar reasons for missing data across groups"
Q,"Missing outcome data were balanced in numbers across intervention groups, with similar reasons for missing data across groups"
Q,"Missing outcome data were not balanced in numbers across interventiongroups: 4 NMES and 9 control participants were excluded from analysis be-cause of lack of outcome evaluation (2 control participants died, 7 control par-ticipants and 1 NMES participant were transferred to another hospital, and 2NMES participants refused to continue the study despite initial consent)."
Q,"Moderate attrition 1 year: AC 24/32 (75%) - porcine 26/31 (84%), mesh 28/36 (77%)"
Q,Mortality - no record
Q,Mortality data were given only for 697 of 1054 patients.
Q,Mother-infant pairs were excluded from the study because they did not comply with experimental procedures or ate less than 5 grams on the testing days. An intention-to-treat approach was not adopted and therefore at high risk of attrition bias
Q,n = 2/26 leN in trifluoperazine and n = 1/26 in the placebo group due to severe EPS; a further n = 2 leN the placebo group as they were judged by the investigator (not acting as an evaluator) to need 'active medication.' ITT used.
Q,"N = 350 (77%) completed the study; n = 64 withdrawn from the PP groups for adverse events (n = 4), pregnancy (n = 2), protocol deviation (n = 3), lack of efficacy (n = 22), lost to follow-up (n = 9), withdrew consent (n = 16), other reasons (n = 8). From the risperidone depot group, n = 38 were withdrawn for adverse events (n = 5), protocol deviation (n = 1), lack of efficacy (n = 9), lost to follow-up (n = 14), withdrew consent (n = 5), other reasons (n = 4). ITT used."
Q,N = 49 participants completed the study (98%).
Q,N = 541 participants completed the study (85%). Completer-only data for PANSS.
Q,N = 618 originally randomised and treated; n = 264 (42%) completed at 12 months. LOCF used for endpoint data including n = 361 participants (58%).
P,"N = 927 (76%) completed the study (n = 456 in PP; n = 471 in RIS-LAI); n = 151 withdrawn from PP group (n = 55 withdrawn consent, n = 40 lack of efficacy, n = 20 adverse events, n = 11 lost to follow-up, n = 2 death, n = 1 pregnancy, n = 22 'other'); n = 142 withdrawn from RIS-LAI group (n = 52 withdrawn consent, n = 43 lack of efficacy, n = 10 adverse event, n = 18, lost to follow-up, n = 19 'other'). 'Safety analysis' conducted (n = 1214), which included all participants that had received at least one dose of the study drug."
Q,n reported alongside means at each time point in data provided by author through correspondence
,Native tissue 63/70; mesh 63/69 1 year
,Native tissue randomised 90 at 1 year 81 completed Mesh 94 randomised at 1 year 88 completed
,"Native tissue: randomised 90, 1 year 81 completed Mesh: randomised 94, 1 year 88"
,Nine (5%) DC and 10 (6%) D participants lost to follow-up and considered nonresponders. No available data for attrition bias analysis on elderly subgroup
,Nine participants (20%) in the continuous FNB group excluded post randomization because their catheter fell out
,No apparent dropout
,No apparent loss to follow-up
,No apparent loss to follow-up
,No apparent loss to follow-up
,No apparent loss to follow-up
,No attrition
,No attrition
,No attrition
,No attrition
,No attrition
,No attrition
,No attrition
,No attrition
,No attrition
,No attrition
,No attrition
,No attrition
,No attrition
,No attrition
,No attrition
,No attrition
,No attrition
,No attrition
,No attrition
P,No attrition apparent
P,No attrition evident from tables; all participants accounted for
,No attrition of participants
,No attrition of participants
,No attrition of participants
,No attrition of participants
,No attrition reported
,No attrition reported.
,No attrition.
,No cases lost to follow-up
,"no clear information found, looks like PP analysis"
,No clear numbers supplied in abstract
,No comment made
,No concerns
,No concerns
,No concerns
,No data loss.
,No data on 43 dropouts. Data given only on 101 who took part.
,No description
,No description
,No description
,No description
,No description
,No description
,No description
,No description
,No description
,No description
,No description
,No details available
,No details of dropout
,No details on allocation to groups for final number of women analysed.
,No details provided on potential attrition
,No details.
,No details.
,No details.
,No details.
,No differential loss to follow-up
,No differential loss to follow-up
,No differential loss to follow-up
,No differential loss to follow-up (28 participants out of 217 in the intervention group and 32 out of 208 participants in the control group were lost to follow-up).
P,No differential loss to follow-upN
P,No discussion of participants leaving the study early or of missing data. 100% retention with no missing data is unusual for this type of study.
P,No drop outs reported.
,No drop-off
P,No drop-outs
,No drop-outs No missing data reported
,No drop-outs No missing data reported
P,No drop-outs No missing data reported
,No drop-outs No missing data reported
Q,No drop-outs No missing data reported
,No drop-outs No missing data reported
,No drop-outs No missing data reported
P,No drop-outs No missing data reported
P,No dropout
P,No dropout during double-blind phase of the trial
P,No dropout. Follow-up not described
P,No dropouts
,No dropouts
Q,No dropouts (according to the letter).
Q,"No dropouts during study, with 2 participants withdrawing before study started"
,No dropouts in either group
,No dropouts mentioned
,No dropouts mentioned
Q,No dropouts mentioned
,No dropouts mentioned
Q,No dropouts mentioned
N,No dropouts mentioned
,No dropouts mentioned. Quote: “all patients could be assessed”
P,"No dropouts or exclusions. ""Hysteroscopy performed in all patients."""
,"No dropouts or exclusions. ""Hysteroscopy performed in all patients."""
N,No dropouts reported.
Q,No dropouts were reported. This is unusual for this type of study.
P,"No dropouts, 3 procedures converted. No loss to follow-up"
Q,"No dropouts, loss tofollow-up not reported"
P,"No dropouts, loss tofollow-up unclear. Follow-up period not specified"
P,No dropouts; loss to follow-up not clearly described
P,No dropouts; loss to follow-up unknown
Q,"No dropouts; loss to follow-up: 75% and 78% (i.e. > 15% loss to follow-up), respectively, answered the questionnaire after 12 months"
Q,No dropouts; no loss to follow-up
P,No dropouts; no loss to follow-up
P,No dropouts; no loss to follow-up
Q,No dropouts; no loss to follow-up
Q,No dropouts; no loss to follow-up
Q,No dropouts; no loss to follow-up
P,No dropouts; no loss to follow-up
N,No dropouts; no loss to follow-up
Q,No dropouts; no loss to follow-up
N,No dropouts; no loss to follow-up
N,No dropouts; no loss to follow-up
N,No dropouts; no loss to follow-up
N,No dropouts; no loss to follow-up
N,No dropouts; no loss to follow-up
Q,No dropouts; no loss to follow-up
N,No dropouts; no loss to follow-up
N,No dropouts; no loss to follow-up
Q,No dropouts; no loss to follow-up
N,No dropouts; no losses to follow-up
N,No dropouts. Loss to follow-up reported (n = 9; i.e. 10%)
N,No dropouts. No loss to follow-up
N,No dropouts/withdrawals
Q,No dropouts/withdrawals
N,No dropouts/withdrawals
,No dropouts/withdrawals
Q,No dropouts/withdrawals
P,No dropouts/withdrawals
Q,No dropouts/withdrawals
P,No dropouts/withdrawals
Q,No dropouts/withdrawals
P,No dropouts/withdrawals
P,No dropouts/withdrawals
N,No dropouts/withdrawals
P,No dropouts/withdrawals
P,No dropouts/withdrawals
P,No dropouts/withdrawals
,No dropouts/withdrawals
Q,No dropouts/withdrawals
P,No dropouts/withdrawals
Q,No dropouts/withdrawals
P,No dropouts/withdrawals
Q,No dropouts/withdrawals
P,No dropouts/withdrawals
P,No dropouts/withdrawals
Q,No dropouts/withdrawals
Q,No dropouts/withdrawals for short-term data. One dropout from each group after one month
Q,No dropouts/withdrawals for short-term data. One dropout from each group after one month
N,No dropouts/withdrawals for short-term data. One dropout from each group after one month
Q,No evidence for attrition bias.
Q,No evidence of attrition bias
P,No evidence of attrition bias
Q,No evidence of attrition bias
P,No evidence of attrition bias
P,No evidence of attrition bias
Q,No evidence of attrition bias
Q,No evidence of attrition bias
P,No evidence of attrition bias
P,No evidence of attrition bias
Q,No evidence of attrition bias
P,No evidence of attrition bias
Q,No evidence of attrition bias
Q,No evidence of attrition bias
Q,No evidence of attrition bias
Q,No evidence of attrition bias
P,"No evidence of attrition bias, reasons for discontinuation are reported."
P,No evidence of attrition bias. No loss to follow-up
P,"No evidence of attrition, with all participants accounted for in the analysis"
P,No evidence of incomplete data.
P,No evidence of incomplete data.
P,No evidence of incomplete data.
P,No evidence of incomplete data.
Q,No evidence of incomplete outcome data
Q,No evidence of incomplete outcome data.
P,No evidence of incomplete outcome data.
P,No evidence of incomplete outcome data.
P,No evidence of incomplete outcome data.
Q,No evidence of incomplete outcome data.
Q,No evidence of incomplete outcome data.
P,No evidence of incomplete outcome data.
Q,No evidence of incomplete outcome data.
Q,No evidence of incomplete outcome data.
P,No evidence of incomplete outcome data.
P,No evidence of incomplete outcome data.
P,No evidence of incomplete outcome data. A table is provided which presents a summary of discontinuations.
Q,No evidence of this
P,No evidence of this
Q,No evidence provided
P,No evidence provided
,No evident attrition from cited participant numbers at both time points
P,No exclusions
P,No explanation given for withdrawals and how they were treated in analysis.
P,No follow-up visit: 5.5% (301/5433); no information by group (clinical team) Excluded cases with incomplete data
N,No imputation mentioned
P,No incomplete data reported
P,No incomplete data.
P,No incomplete data.
P,No incomplete data.
P,No incomplete data.
P,No incomplete data.
P,No incomplete data.
P,No incomplete data.
P,No incomplete data.
N,No incomplete data.
P,No incomplete data.
N,No incomplete data.
N,No incomplete data.
N,No incomplete data.
N,No incomplete data.
N,No incomplete data.
N,No incomplete data.
N,No incomplete data.
,No incomplete data.
P,No incomplete data.
,No incomplete data.
N,No incomplete outcome data
P,No incomplete outcome data
N,No incomplete outcome data
P,No incomplete outcome data
N,No incomplete outcome data
N,No incomplete outcome data
P,No incomplete outcome data
Q,No incomplete outcome data
Q,No incomplete outcome data
Q,No incomplete outcome data
Q,No incomplete outcome data.
P,No incomplete outcome data.
,No indication in report how managed losses to follow-up.
P,No information about follow-up in the cancer subgroup reported
P,No information about follow-up in the cancer subgroup reported Comment: assumed complete follow-up
P,No information about follow-up in the cancer subgroup reported Comment: assumed complete follow-up
P,No information about follow-up in the cancer subgroup reportedComment: assumed complete follow-up
N,No information about follow-up in the cancer subgroup was reported.
P,No information about incomplete outcome data
P,No information available
Q,No information for attrition bias analysis
P,No information on incomplete outcome data
P,No information on incomplete outcome data analysis
P,No information on judgment of attrition bias for the elderly
Q,No information on reasons for withdrawals and proportions of withdrawals per treatment group.
P,No information on withdrawals reported
P,No information provided
P,No information provided about intention to treat analysis. Three of 27 (11.1%) participants did not complete the study and were excluded from analysis
P,No information provided on attrition or incomplete data points. No analysis whether differential attrition could affect results; vaccination status assessed from records at US Army Medical Center
P,No information provided on incomplete outcome data.
Q,No information provided. Unclear if all included participants were evaluated for study outcomes.
P,No information reported about the number of excluded patients.
P,No information reported about the number of excluded patients.
P,No information reported on reasons for withdrawals and proportion of withdrawals.
P,No information reported on withdrawals and reasons for withdrawals
Q,"No information reported on withdrawals or losses to follow-up, or both"
Q,No information reported on withdrawals/losses to follow-up as well as reasons for withdrawals; not clear whether data were analyzed on the basis of ITT
P,No information to indicate that there was any data missing among those recruited
N,No information.
P,No information.
P,No intention-to-treat analysis
P,No intention-to-treat analysis
P,No intention-to-treat analysis
,No intention-to-treat analysis
Q,No intention-to-treat analysis
N,No intention-to-treat analysis was performed. 19% of participants overall withdrew (unclear how many with unexplained infertility withdrew)
P,No leaving early reported. This is unusual for this type of study.
Q,No letters returned undelivered
P,no loss
P,no loss
,no loss
N,no loss
N,no loss
N,no loss
N,No loss found.
P,No loss of clusters
N,"No loss of clusters, as this is a retrospective analysis"
N,No loss of clusters/population
P,No loss of data.
,"No loss of outcome data for the primary outcome. However, some loss of data for pain scores No participants were excluded after randomisation, but in both groups a number of women did not receive the care they were allocated to due to surgical intervention. A couple refused the allocated treatment. 1 gave birth too fast, 1 delivered in water and 1 received the intervention treatment while allocated to standard care. The analysis was ITT."
Q,No loss of participants to follow-up
P,No loss to follow-up
Q,No loss to follow-up
P,No loss to follow-up
P,No loss to follow-up
P,No loss to follow-up
N,No loss to follow-up
P,No loss to follow-up
P,No loss to follow-up
P,No loss to follow-up
N,No loss to follow-up
N,No loss to follow-up
Q,No loss to follow-up
P,No loss to follow-up
P,No loss to follow-up
P,No loss to follow-up
Q,No loss to follow-up – 16 dyads per group All participants recruited completed the study and therefore at low risk of attrition bias
Q,"No loss to follow-up reported, conversion rate reported"
Q,No loss to follow-up was reported for the primary outcome (proportion of children presenting with fever prescribed ACT)
Q,"No loss to follow-up, 4 converted procedures in SP arm excluded from analysis"
Q,No loss to follow-up.
Q,No loss to follow-up.
Q,No loss to follow-up. In both arms 6 cases dropped out before the intervention was performed
Q,No losses
P,No losses
N,No losses to follow-up
Q,No losses to follow-up
P,No losses to follow-up
P,No losses to follow-up
N,No losses to follow-up
Q,No losses to follow-up
P,No losses to follow-up
P,No losses to follow-up
P,No losses to follow-up for primary outcome
P,No lost at follow-up
P,No lost at follow-up
N,No mention is made of the missing children.
Q,No mention of attrition
Q,No mention of dropout
Q,No mention of dropouts
Q,No mention of dropouts or withdrawals
P,No mention of whether withdrawals or dropouts occurred during the study
P,No mention of whether withdrawals or dropouts occurred during the study
Q,No mention of whether withdrawals or dropouts occurred during the study
Q,No mention of whether withdrawals or dropouts occurred during the study
Q,No mention of withdrawals
P,No missing data
P,No missing data
Q,No missing data
,No missing data
,No missing data
,No missing data
,No missing data
,No missing data
,No missing data or withdrawals reported
,No missing outcome data
,No missing outcome data
,No missing outcome data
,No missing outcome data and all participants are included in analyses.
,No missing outcome data and all participants included in analyses.
,No missing outcome data and all participants included in analyses.
,No missing outcome data and all participants included in analyses.
,No missing outcome data and all participants included in the analyses.
,No missing outcome data and all participants were included in analyses.
,No missing outcome data and all participants were included in the analyses.
,No missing outcome data for phase 1 of cross-over trial. Only data from phase 1 included in the meta-analysis
,No missing outcome data.
,No missing outcome data.
,No missing outcome data.
,No missing outcome data.
,No missing outcome data.
,No missing outcome data.
,No missing outcome data.
,No missing outcome data.
,No missing outcome data.
,No missing outcome data.
,No missing outcome data.
,No missing outcome data.
,No missing outcome data. Data available includes all participants (n = 330).
,No missing outcome data. Data available includes all physicians who performed arterial blood gas extraction procedures (n = 27).
,"No n number reported, so not clear what happened to people who dropped out."
,No one was lost to follow-up or not analyzed after randomisation
,No outcome data were missing.
,No outcome data were missing.
,No outcome data were missing.
,No outcome data were missing.
,No outcome data were missing.
,No outcome data were missing.
,"No outcome data were missing. Quote: ""All the participants in both the treatment and the control groups completed the BDI during the 1st week and 8th week of treatment."""
,"No outcome data were missing. Quote: ""The analysis comprised a sample group of 30 patients suffering from depression, treated with musical therapy, while the control group consisted of a sample of 30 depressive patients, treated with standard medication... For the purposes of establishing the quality of the acquired data, a Kolmogorov- Smirnov normal distribution test was done, which established that both samples were characterized by normal distribution."""
,"No outcome data were missing. Quote: ""Upon examination, there were no missing instruments."""
P,"No outcome data were missing. Quote: ""When assessing clinical treatment results by the end of week 8, 32 cases of the treatment group showed alleviation (94.7%), while 2 cases showed either improvement or no change, whereas in the control group, 23 cases showed alleviation (68.0%) and 11 cases showed either improvement or no change."""
Q,No outcome data were missing. Quote: See Results Table 2.
P,No participant attrition
P,No participant leR the study early.
P,No participant loss (personal communication with principal investigator)
Q,No participant was lost to follow up
P,No participants dropped out.
Q,No participants dropped out.
Q,No participants leP the study early but only followed up effective cases and six participants leP the study early at follow-up period.
P,No participants leP the study early.
P,No participants leP the study early.
P,No participants leP the study early.
P,No participants lost to follow-up
P,No participants were reported to have been lost to follow-up
P,No patient dropped out
P,No patients lost to follow up for the mortality outcome.
P,No patients who underwent surgery lost to follow-up - see above
Q,No post-randomisation exclusion or losses to follow-up were reported
